State,Season,MMWR Week,Week ending date,Age Category,Sex,Race,Rate,Cumulative Rate
Entire Network (RSV-NET),2016-2017,7,02/18/2017 12:00:00 AM,18-49 years,Overall,Overall,0.1,1.4
Entire Network (RSV-NET),2016-2017,8,02/25/2017 12:00:00 AM,18-49 years,Overall,Overall,0.1,1.4
Entire Network (RSV-NET),2016-2017,9,03/04/2017 12:00:00 AM,18-49 years,Overall,Overall,0.1,1.5
Entire Network (RSV-NET),2016-2017,10,03/11/2017 12:00:00 AM,18-49 years,Overall,Overall,0,1.5
Entire Network (RSV-NET),2016-2017,11,03/18/2017 12:00:00 AM,18-49 years,Overall,Overall,0,1.6
Entire Network (RSV-NET),2016-2017,12,03/25/2017 12:00:00 AM,18-49 years,Overall,Overall,0,1.6
Entire Network (RSV-NET),2016-2017,13,04/01/2017 12:00:00 AM,18-49 years,Overall,Overall,0,1.6
Entire Network (RSV-NET),2016-2017,14,04/08/2017 12:00:00 AM,18-49 years,Overall,Overall,0,1.7
Entire Network (RSV-NET),2016-2017,15,04/15/2017 12:00:00 AM,18-49 years,Overall,Overall,0,1.7
Entire Network (RSV-NET),2016-2017,16,04/22/2017 12:00:00 AM,18-49 years,Overall,Overall,0,1.7
Entire Network (RSV-NET),2016-2017,17,04/29/2017 12:00:00 AM,18-49 years,Overall,Overall,0,1.7
Entire Network (RSV-NET),2016-2017,18,05/06/2017 12:00:00 AM,18-49 years,Overall,Overall,0,1.7
Entire Network (RSV-NET),2016-2017,40,10/08/2016 12:00:00 AM,50-64 years,Overall,Overall,0,0
Entire Network (RSV-NET),2016-2017,41,10/15/2016 12:00:00 AM,50-64 years,Overall,Overall,0.1,0.1
Entire Network (RSV-NET),2016-2017,42,10/22/2016 12:00:00 AM,50-64 years,Overall,Overall,0,0.1
Entire Network (RSV-NET),2016-2017,43,10/29/2016 12:00:00 AM,50-64 years,Overall,Overall,0.1,0.2
Entire Network (RSV-NET),2016-2017,44,11/05/2016 12:00:00 AM,50-64 years,Overall,Overall,0,0.2
Entire Network (RSV-NET),2016-2017,45,11/12/2016 12:00:00 AM,50-64 years,Overall,Overall,0.1,0.2
Entire Network (RSV-NET),2016-2017,46,11/19/2016 12:00:00 AM,50-64 years,Overall,Overall,0.1,0.4
Entire Network (RSV-NET),2016-2017,47,11/26/2016 12:00:00 AM,50-64 years,Overall,Overall,0.3,0.6
Entire Network (RSV-NET),2016-2017,48,12/03/2016 12:00:00 AM,50-64 years,Overall,Overall,0.2,0.8
Entire Network (RSV-NET),2016-2017,49,12/10/2016 12:00:00 AM,50-64 years,Overall,Overall,0.3,1.1
Entire Network (RSV-NET),2016-2017,50,12/17/2016 12:00:00 AM,50-64 years,Overall,Overall,0.3,1.4
Entire Network (RSV-NET),2016-2017,51,12/24/2016 12:00:00 AM,50-64 years,Overall,Overall,0.4,1.8
Entire Network (RSV-NET),2016-2017,52,12/31/2016 12:00:00 AM,50-64 years,Overall,Overall,0.7,2.5
Entire Network (RSV-NET),2016-2017,1,01/07/2017 12:00:00 AM,50-64 years,Overall,Overall,0.7,3.2
Entire Network (RSV-NET),2016-2017,2,01/14/2017 12:00:00 AM,50-64 years,Overall,Overall,0.5,3.8
Entire Network (RSV-NET),2016-2017,3,01/21/2017 12:00:00 AM,50-64 years,Overall,Overall,0.6,4.4
Entire Network (RSV-NET),2016-2017,4,01/28/2017 12:00:00 AM,50-64 years,Overall,Overall,0.6,5
Entire Network (RSV-NET),2016-2017,5,02/04/2017 12:00:00 AM,50-64 years,Overall,Overall,0.6,5.7
Entire Network (RSV-NET),2016-2017,6,02/11/2017 12:00:00 AM,50-64 years,Overall,Overall,0.5,6.2
Entire Network (RSV-NET),2016-2017,7,02/18/2017 12:00:00 AM,50-64 years,Overall,Overall,0.5,6.7
Entire Network (RSV-NET),2016-2017,8,02/25/2017 12:00:00 AM,50-64 years,Overall,Overall,0.4,7.1
Entire Network (RSV-NET),2016-2017,9,03/04/2017 12:00:00 AM,50-64 years,Overall,Overall,0.1,7.3
Entire Network (RSV-NET),2016-2017,10,03/11/2017 12:00:00 AM,50-64 years,Overall,Overall,0.4,7.7
Entire Network (RSV-NET),2016-2017,11,03/18/2017 12:00:00 AM,50-64 years,Overall,Overall,0.3,8
Entire Network (RSV-NET),2016-2017,12,03/25/2017 12:00:00 AM,50-64 years,Overall,Overall,0.2,8.2
Entire Network (RSV-NET),2016-2017,13,04/01/2017 12:00:00 AM,50-64 years,Overall,Overall,0.2,8.4
Entire Network (RSV-NET),2016-2017,14,04/08/2017 12:00:00 AM,50-64 years,Overall,Overall,0.3,8.7
Entire Network (RSV-NET),2016-2017,15,04/15/2017 12:00:00 AM,50-64 years,Overall,Overall,0.1,8.8
Entire Network (RSV-NET),2016-2017,16,04/22/2017 12:00:00 AM,50-64 years,Overall,Overall,0,8.8
Entire Network (RSV-NET),2016-2017,17,04/29/2017 12:00:00 AM,50-64 years,Overall,Overall,0.1,8.8
Entire Network (RSV-NET),2016-2017,18,05/06/2017 12:00:00 AM,50-64 years,Overall,Overall,0,8.8
Entire Network (RSV-NET),2016-2017,40,10/08/2016 12:00:00 AM,65+ years,Overall,Overall,0.1,0.1
Entire Network (RSV-NET),2016-2017,41,10/15/2016 12:00:00 AM,65+ years,Overall,Overall,0.1,0.2
Entire Network (RSV-NET),2016-2017,42,10/22/2016 12:00:00 AM,65+ years,Overall,Overall,0.1,0.3
Entire Network (RSV-NET),2016-2017,43,10/29/2016 12:00:00 AM,65+ years,Overall,Overall,0.1,0.4
Entire Network (RSV-NET),2016-2017,44,11/05/2016 12:00:00 AM,65+ years,Overall,Overall,0.1,0.5
Entire Network (RSV-NET),2016-2017,45,11/12/2016 12:00:00 AM,65+ years,Overall,Overall,0.2,0.8
Entire Network (RSV-NET),2016-2017,46,11/19/2016 12:00:00 AM,65+ years,Overall,Overall,0,0.8
Entire Network (RSV-NET),2016-2017,47,11/26/2016 12:00:00 AM,65+ years,Overall,Overall,0.3,1.1
Entire Network (RSV-NET),2016-2017,48,12/03/2016 12:00:00 AM,65+ years,Overall,Overall,0.6,1.7
Entire Network (RSV-NET),2016-2017,49,12/10/2016 12:00:00 AM,65+ years,Overall,Overall,0.6,2.3
Entire Network (RSV-NET),2016-2017,50,12/17/2016 12:00:00 AM,65+ years,Overall,Overall,1,3.3
Entire Network (RSV-NET),2016-2017,51,12/24/2016 12:00:00 AM,65+ years,Overall,Overall,1.2,4.5
Entire Network (RSV-NET),2016-2017,52,12/31/2016 12:00:00 AM,65+ years,Overall,Overall,2.2,6.7
Entire Network (RSV-NET),2016-2017,1,01/07/2017 12:00:00 AM,65+ years,Overall,Overall,2.6,9.3
Entire Network (RSV-NET),2016-2017,2,01/14/2017 12:00:00 AM,65+ years,Overall,Overall,2.5,11.7
Entire Network (RSV-NET),2016-2017,3,01/21/2017 12:00:00 AM,65+ years,Overall,Overall,1.8,13.5
Entire Network (RSV-NET),2016-2017,4,01/28/2017 12:00:00 AM,65+ years,Overall,Overall,2,15.5
Entire Network (RSV-NET),2016-2017,5,02/04/2017 12:00:00 AM,65+ years,Overall,Overall,2.2,17.7
Entire Network (RSV-NET),2016-2017,6,02/11/2017 12:00:00 AM,65+ years,Overall,Overall,2.1,19.8
Entire Network (RSV-NET),2016-2017,7,02/18/2017 12:00:00 AM,65+ years,Overall,Overall,1.8,21.6
Entire Network (RSV-NET),2016-2017,8,02/25/2017 12:00:00 AM,65+ years,Overall,Overall,1.6,23.2
Entire Network (RSV-NET),2016-2017,9,03/04/2017 12:00:00 AM,65+ years,Overall,Overall,1.7,25
Entire Network (RSV-NET),2016-2017,10,03/11/2017 12:00:00 AM,65+ years,Overall,Overall,1.5,26.5
Entire Network (RSV-NET),2016-2017,11,03/18/2017 12:00:00 AM,65+ years,Overall,Overall,0.9,27.4
Entire Network (RSV-NET),2016-2017,12,03/25/2017 12:00:00 AM,65+ years,Overall,Overall,0.9,28.3
Entire Network (RSV-NET),2016-2017,13,04/01/2017 12:00:00 AM,65+ years,Overall,Overall,0.7,28.9
Entire Network (RSV-NET),2016-2017,14,04/08/2017 12:00:00 AM,65+ years,Overall,Overall,0.4,29.3
Entire Network (RSV-NET),2016-2017,15,04/15/2017 12:00:00 AM,65+ years,Overall,Overall,0.2,29.6
Entire Network (RSV-NET),2016-2017,16,04/22/2017 12:00:00 AM,65+ years,Overall,Overall,0.3,29.9
Entire Network (RSV-NET),2016-2017,17,04/29/2017 12:00:00 AM,65+ years,Overall,Overall,0.3,30.2
Entire Network (RSV-NET),2016-2017,18,05/06/2017 12:00:00 AM,65+ years,Overall,Overall,0,30.2
Entire Network (RSV-NET),2017-2018,40,10/07/2017 12:00:00 AM,----18-29 years,Overall,Overall,0,0
Entire Network (RSV-NET),2017-2018,41,10/14/2017 12:00:00 AM,----18-29 years,Overall,Overall,0,0
Entire Network (RSV-NET),2017-2018,42,10/21/2017 12:00:00 AM,----18-29 years,Overall,Overall,0,0.1
Entire Network (RSV-NET),2017-2018,43,10/28/2017 12:00:00 AM,----18-29 years,Overall,Overall,0,0.1
Entire Network (RSV-NET),2017-2018,44,11/04/2017 12:00:00 AM,----18-29 years,Overall,Overall,0,0.1
Entire Network (RSV-NET),2017-2018,45,11/11/2017 12:00:00 AM,----18-29 years,Overall,Overall,0,0.1
Entire Network (RSV-NET),2017-2018,46,11/18/2017 12:00:00 AM,----18-29 years,Overall,Overall,0,0.1
Entire Network (RSV-NET),2017-2018,47,11/25/2017 12:00:00 AM,----18-29 years,Overall,Overall,0,0.2
Entire Network (RSV-NET),2017-2018,48,12/02/2017 12:00:00 AM,----18-29 years,Overall,Overall,0,0.2
Entire Network (RSV-NET),2017-2018,49,12/09/2017 12:00:00 AM,----18-29 years,Overall,Overall,0,0.2
Entire Network (RSV-NET),2017-2018,50,12/16/2017 12:00:00 AM,----18-29 years,Overall,Overall,0,0.3
Entire Network (RSV-NET),2017-2018,51,12/23/2017 12:00:00 AM,----18-29 years,Overall,Overall,0,0.3
Entire Network (RSV-NET),2017-2018,52,12/30/2017 12:00:00 AM,----18-29 years,Overall,Overall,0.1,0.4
Entire Network (RSV-NET),2017-2018,1,01/06/2018 12:00:00 AM,----18-29 years,Overall,Overall,0.2,0.6
Entire Network (RSV-NET),2017-2018,2,01/13/2018 12:00:00 AM,----18-29 years,Overall,Overall,0.1,0.7
Entire Network (RSV-NET),2017-2018,3,01/20/2018 12:00:00 AM,----18-29 years,Overall,Overall,0.1,0.8
Entire Network (RSV-NET),2017-2018,4,01/27/2018 12:00:00 AM,----18-29 years,Overall,Overall,0.1,0.9
Entire Network (RSV-NET),2017-2018,5,02/03/2018 12:00:00 AM,----18-29 years,Overall,Overall,0.2,1.1
Entire Network (RSV-NET),2017-2018,6,02/10/2018 12:00:00 AM,----18-29 years,Overall,Overall,0.1,1.2
Entire Network (RSV-NET),2017-2018,7,02/17/2018 12:00:00 AM,----18-29 years,Overall,Overall,0,1.2
Entire Network (RSV-NET),2017-2018,8,02/24/2018 12:00:00 AM,----18-29 years,Overall,Overall,0,1.2
Entire Network (RSV-NET),2017-2018,9,03/03/2018 12:00:00 AM,----18-29 years,Overall,Overall,0.1,1.3
Entire Network (RSV-NET),2017-2018,10,03/10/2018 12:00:00 AM,----18-29 years,Overall,Overall,0,1.3
Entire Network (RSV-NET),2017-2018,11,03/17/2018 12:00:00 AM,----18-29 years,Overall,Overall,0,1.3
Entire Network (RSV-NET),2017-2018,12,03/24/2018 12:00:00 AM,----18-29 years,Overall,Overall,0,1.3
Entire Network (RSV-NET),2017-2018,13,03/31/2018 12:00:00 AM,----18-29 years,Overall,Overall,0,1.3
Entire Network (RSV-NET),2017-2018,14,04/07/2018 12:00:00 AM,----18-29 years,Overall,Overall,0,1.4
Entire Network (RSV-NET),2017-2018,15,04/14/2018 12:00:00 AM,----18-29 years,Overall,Overall,0,1.4
Entire Network (RSV-NET),2017-2018,16,04/21/2018 12:00:00 AM,----18-29 years,Overall,Overall,0,1.4
Entire Network (RSV-NET),2017-2018,17,04/28/2018 12:00:00 AM,----18-29 years,Overall,Overall,0,1.4
Entire Network (RSV-NET),2017-2018,18,05/05/2018 12:00:00 AM,----18-29 years,Overall,Overall,0,1.4
Entire Network (RSV-NET),2017-2018,40,10/07/2017 12:00:00 AM,----30-39 years,Overall,Overall,0,0
Entire Network (RSV-NET),2017-2018,41,10/14/2017 12:00:00 AM,----30-39 years,Overall,Overall,0,0
Entire Network (RSV-NET),2017-2018,42,10/21/2017 12:00:00 AM,----30-39 years,Overall,Overall,0,0.1
Entire Network (RSV-NET),2017-2018,43,10/28/2017 12:00:00 AM,----30-39 years,Overall,Overall,0.1,0.2
Entire Network (RSV-NET),2017-2018,44,11/04/2017 12:00:00 AM,----30-39 years,Overall,Overall,0,0.2
Entire Network (RSV-NET),2017-2018,45,11/11/2017 12:00:00 AM,----30-39 years,Overall,Overall,0,0.2
Entire Network (RSV-NET),2017-2018,46,11/18/2017 12:00:00 AM,----30-39 years,Overall,Overall,0,0.2
Entire Network (RSV-NET),2017-2018,47,11/25/2017 12:00:00 AM,----30-39 years,Overall,Overall,0,0.3
Entire Network (RSV-NET),2017-2018,48,12/02/2017 12:00:00 AM,----30-39 years,Overall,Overall,0.1,0.4
Entire Network (RSV-NET),2017-2018,49,12/09/2017 12:00:00 AM,----30-39 years,Overall,Overall,0,0.4
Entire Network (RSV-NET),2017-2018,50,12/16/2017 12:00:00 AM,----30-39 years,Overall,Overall,0,0.4
Entire Network (RSV-NET),2017-2018,51,12/23/2017 12:00:00 AM,----30-39 years,Overall,Overall,0,0.5
Entire Network (RSV-NET),2017-2018,52,12/30/2017 12:00:00 AM,----30-39 years,Overall,Overall,0.1,0.6
Entire Network (RSV-NET),2017-2018,1,01/06/2018 12:00:00 AM,----30-39 years,Overall,Overall,0.2,0.7
Entire Network (RSV-NET),2017-2018,2,01/13/2018 12:00:00 AM,----30-39 years,Overall,Overall,0.1,0.8
Entire Network (RSV-NET),2017-2018,3,01/20/2018 12:00:00 AM,----30-39 years,Overall,Overall,0.1,0.9
Entire Network (RSV-NET),2017-2018,4,01/27/2018 12:00:00 AM,----30-39 years,Overall,Overall,0.1,1.1
Entire Network (RSV-NET),2017-2018,5,02/03/2018 12:00:00 AM,----30-39 years,Overall,Overall,0.2,1.2
Entire Network (RSV-NET),2017-2018,6,02/10/2018 12:00:00 AM,----30-39 years,Overall,Overall,0.1,1.3
Entire Network (RSV-NET),2017-2018,7,02/17/2018 12:00:00 AM,----30-39 years,Overall,Overall,0.2,1.5
Entire Network (RSV-NET),2017-2018,8,02/24/2018 12:00:00 AM,----30-39 years,Overall,Overall,0.1,1.6
Entire Network (RSV-NET),2017-2018,9,03/03/2018 12:00:00 AM,----30-39 years,Overall,Overall,0,1.6
Entire Network (RSV-NET),2017-2018,10,03/10/2018 12:00:00 AM,----30-39 years,Overall,Overall,0,1.7
Entire Network (RSV-NET),2017-2018,11,03/17/2018 12:00:00 AM,----30-39 years,Overall,Overall,0.1,1.8
Entire Network (RSV-NET),2017-2018,12,03/24/2018 12:00:00 AM,----30-39 years,Overall,Overall,0,1.8
Entire Network (RSV-NET),2017-2018,13,03/31/2018 12:00:00 AM,----30-39 years,Overall,Overall,0,1.8
Entire Network (RSV-NET),2017-2018,14,04/07/2018 12:00:00 AM,----30-39 years,Overall,Overall,0,1.8
Entire Network (RSV-NET),2017-2018,15,04/14/2018 12:00:00 AM,----30-39 years,Overall,Overall,0,1.8
Entire Network (RSV-NET),2017-2018,16,04/21/2018 12:00:00 AM,----30-39 years,Overall,Overall,0,1.8
Entire Network (RSV-NET),2017-2018,17,04/28/2018 12:00:00 AM,----30-39 years,Overall,Overall,0,1.8
Entire Network (RSV-NET),2017-2018,18,05/05/2018 12:00:00 AM,----30-39 years,Overall,Overall,0,1.8
Entire Network (RSV-NET),2017-2018,40,10/07/2017 12:00:00 AM,----40-49 years,Overall,Overall,0.1,0.1
Entire Network (RSV-NET),2017-2018,41,10/14/2017 12:00:00 AM,----40-49 years,Overall,Overall,0,0.1
Entire Network (RSV-NET),2017-2018,42,10/21/2017 12:00:00 AM,----40-49 years,Overall,Overall,0,0.1
Entire Network (RSV-NET),2017-2018,43,10/28/2017 12:00:00 AM,----40-49 years,Overall,Overall,0,0.1
Entire Network (RSV-NET),2017-2018,44,11/04/2017 12:00:00 AM,----40-49 years,Overall,Overall,0.1,0.2
Entire Network (RSV-NET),2017-2018,45,11/11/2017 12:00:00 AM,----40-49 years,Overall,Overall,0.1,0.3
Entire Network (RSV-NET),2017-2018,46,11/18/2017 12:00:00 AM,----40-49 years,Overall,Overall,0.1,0.3
Entire Network (RSV-NET),2017-2018,47,11/25/2017 12:00:00 AM,----40-49 years,Overall,Overall,0.1,0.4
Entire Network (RSV-NET),2017-2018,48,12/02/2017 12:00:00 AM,----40-49 years,Overall,Overall,0.1,0.5
Entire Network (RSV-NET),2017-2018,49,12/09/2017 12:00:00 AM,----40-49 years,Overall,Overall,0.1,0.6
Entire Network (RSV-NET),2017-2018,50,12/16/2017 12:00:00 AM,----40-49 years,Overall,Overall,0.1,0.7
Entire Network (RSV-NET),2017-2018,51,12/23/2017 12:00:00 AM,----40-49 years,Overall,Overall,0.1,0.8
Entire Network (RSV-NET),2017-2018,52,12/30/2017 12:00:00 AM,----40-49 years,Overall,Overall,0.3,1.1
Entire Network (RSV-NET),2017-2018,1,01/06/2018 12:00:00 AM,----40-49 years,Overall,Overall,0.3,1.4
Entire Network (RSV-NET),2017-2018,2,01/13/2018 12:00:00 AM,----40-49 years,Overall,Overall,0.3,1.7
Entire Network (RSV-NET),2017-2018,3,01/20/2018 12:00:00 AM,----40-49 years,Overall,Overall,0.3,2
Entire Network (RSV-NET),2017-2018,4,01/27/2018 12:00:00 AM,----40-49 years,Overall,Overall,0.2,2.1
Entire Network (RSV-NET),2017-2018,5,02/03/2018 12:00:00 AM,----40-49 years,Overall,Overall,0.2,2.3
Entire Network (RSV-NET),2017-2018,6,02/10/2018 12:00:00 AM,----40-49 years,Overall,Overall,0.2,2.5
Entire Network (RSV-NET),2017-2018,7,02/17/2018 12:00:00 AM,----40-49 years,Overall,Overall,0.1,2.6
Entire Network (RSV-NET),2017-2018,8,02/24/2018 12:00:00 AM,----40-49 years,Overall,Overall,0.2,2.8
Entire Network (RSV-NET),2017-2018,9,03/03/2018 12:00:00 AM,----40-49 years,Overall,Overall,0.2,3
Entire Network (RSV-NET),2017-2018,10,03/10/2018 12:00:00 AM,----40-49 years,Overall,Overall,0.1,3.1
Entire Network (RSV-NET),2017-2018,11,03/17/2018 12:00:00 AM,----40-49 years,Overall,Overall,0.1,3.1
Entire Network (RSV-NET),2017-2018,12,03/24/2018 12:00:00 AM,----40-49 years,Overall,Overall,0.1,3.3
Entire Network (RSV-NET),2017-2018,13,03/31/2018 12:00:00 AM,----40-49 years,Overall,Overall,0.1,3.4
Entire Network (RSV-NET),2017-2018,14,04/07/2018 12:00:00 AM,----40-49 years,Overall,Overall,0.1,3.5
Entire Network (RSV-NET),2017-2018,15,04/14/2018 12:00:00 AM,----40-49 years,Overall,Overall,0.1,3.5
Entire Network (RSV-NET),2017-2018,16,04/21/2018 12:00:00 AM,----40-49 years,Overall,Overall,0,3.6
Entire Network (RSV-NET),2017-2018,17,04/28/2018 12:00:00 AM,----40-49 years,Overall,Overall,0,3.6
Entire Network (RSV-NET),2017-2018,18,05/05/2018 12:00:00 AM,----40-49 years,Overall,Overall,0,3.6
Entire Network (RSV-NET),2017-2018,40,10/07/2017 12:00:00 AM,----65-74 years,Overall,Overall,0,0
Entire Network (RSV-NET),2017-2018,41,10/14/2017 12:00:00 AM,----65-74 years,Overall,Overall,0.1,0.1
Entire Network (RSV-NET),2017-2018,42,10/21/2017 12:00:00 AM,----65-74 years,Overall,Overall,0.2,0.3
Entire Network (RSV-NET),2017-2018,43,10/28/2017 12:00:00 AM,----65-74 years,Overall,Overall,0,0.3
Entire Network (RSV-NET),2017-2018,44,11/04/2017 12:00:00 AM,----65-74 years,Overall,Overall,0.2,0.5
Entire Network (RSV-NET),2017-2018,45,11/11/2017 12:00:00 AM,----65-74 years,Overall,Overall,0.2,0.7
Entire Network (RSV-NET),2017-2018,46,11/18/2017 12:00:00 AM,----65-74 years,Overall,Overall,0.2,0.9
Entire Network (RSV-NET),2017-2018,47,11/25/2017 12:00:00 AM,----65-74 years,Overall,Overall,0.2,1.1
Entire Network (RSV-NET),2017-2018,48,12/02/2017 12:00:00 AM,----65-74 years,Overall,Overall,0.6,1.7
Entire Network (RSV-NET),2017-2018,49,12/09/2017 12:00:00 AM,----65-74 years,Overall,Overall,0.7,2.4
Entire Network (RSV-NET),2017-2018,50,12/16/2017 12:00:00 AM,----65-74 years,Overall,Overall,1.1,3.5
Entire Network (RSV-NET),2017-2018,51,12/23/2017 12:00:00 AM,----65-74 years,Overall,Overall,0.8,4.2
Entire Network (RSV-NET),2017-2018,52,12/30/2017 12:00:00 AM,----65-74 years,Overall,Overall,0.8,5.1
Entire Network (RSV-NET),2017-2018,1,01/06/2018 12:00:00 AM,----65-74 years,Overall,Overall,2.1,7.2
Entire Network (RSV-NET),2017-2018,2,01/13/2018 12:00:00 AM,----65-74 years,Overall,Overall,1.7,8.8
Entire Network (RSV-NET),2017-2018,3,01/20/2018 12:00:00 AM,----65-74 years,Overall,Overall,1.4,10.2
Entire Network (RSV-NET),2017-2018,4,01/27/2018 12:00:00 AM,----65-74 years,Overall,Overall,1.3,11.5
Entire Network (RSV-NET),2017-2018,5,02/03/2018 12:00:00 AM,----65-74 years,Overall,Overall,1.7,13.2
Entire Network (RSV-NET),2017-2018,6,02/10/2018 12:00:00 AM,----65-74 years,Overall,Overall,1.5,14.6
Entire Network (RSV-NET),2017-2018,7,02/17/2018 12:00:00 AM,----65-74 years,Overall,Overall,1.4,16
Entire Network (RSV-NET),2017-2018,8,02/24/2018 12:00:00 AM,----65-74 years,Overall,Overall,1.3,17.3
Entire Network (RSV-NET),2017-2018,9,03/03/2018 12:00:00 AM,----65-74 years,Overall,Overall,1.1,18.4
Entire Network (RSV-NET),2017-2018,10,03/10/2018 12:00:00 AM,----65-74 years,Overall,Overall,0.9,19.3
Entire Network (RSV-NET),2017-2018,11,03/17/2018 12:00:00 AM,----65-74 years,Overall,Overall,1.1,20.4
Entire Network (RSV-NET),2017-2018,12,03/24/2018 12:00:00 AM,----65-74 years,Overall,Overall,0.6,21
Entire Network (RSV-NET),2017-2018,13,03/31/2018 12:00:00 AM,----65-74 years,Overall,Overall,0.2,21.2
Entire Network (RSV-NET),2017-2018,14,04/07/2018 12:00:00 AM,----65-74 years,Overall,Overall,0.2,21.4
Entire Network (RSV-NET),2017-2018,15,04/14/2018 12:00:00 AM,----65-74 years,Overall,Overall,0.2,21.6
Entire Network (RSV-NET),2017-2018,16,04/21/2018 12:00:00 AM,----65-74 years,Overall,Overall,0.4,22
Entire Network (RSV-NET),2017-2018,17,04/28/2018 12:00:00 AM,----65-74 years,Overall,Overall,0.2,22.2
Entire Network (RSV-NET),2017-2018,18,05/05/2018 12:00:00 AM,----65-74 years,Overall,Overall,0,22.2
Entire Network (RSV-NET),2017-2018,40,10/07/2017 12:00:00 AM,----75-84 years,Overall,Overall,0,0
Entire Network (RSV-NET),2017-2018,41,10/14/2017 12:00:00 AM,----75-84 years,Overall,Overall,0,0
Entire Network (RSV-NET),2017-2018,42,10/21/2017 12:00:00 AM,----75-84 years,Overall,Overall,0.1,0.1
Entire Network (RSV-NET),2017-2018,43,10/28/2017 12:00:00 AM,----75-84 years,Overall,Overall,0.1,0.2
Entire Network (RSV-NET),2017-2018,44,11/04/2017 12:00:00 AM,----75-84 years,Overall,Overall,0.3,0.5
Entire Network (RSV-NET),2017-2018,45,11/11/2017 12:00:00 AM,----75-84 years,Overall,Overall,0.1,0.6
Entire Network (RSV-NET),2017-2018,46,11/18/2017 12:00:00 AM,----75-84 years,Overall,Overall,0,0.6
Entire Network (RSV-NET),2017-2018,47,11/25/2017 12:00:00 AM,----75-84 years,Overall,Overall,0.7,1.3
Entire Network (RSV-NET),2017-2018,48,12/02/2017 12:00:00 AM,----75-84 years,Overall,Overall,0.7,2
Entire Network (RSV-NET),2017-2018,49,12/09/2017 12:00:00 AM,----75-84 years,Overall,Overall,0.9,2.9
Entire Network (RSV-NET),2017-2018,50,12/16/2017 12:00:00 AM,----75-84 years,Overall,Overall,1.3,4.2
Entire Network (RSV-NET),2017-2018,51,12/23/2017 12:00:00 AM,----75-84 years,Overall,Overall,1.1,5.3
Entire Network (RSV-NET),2017-2018,52,12/30/2017 12:00:00 AM,----75-84 years,Overall,Overall,2.7,8
Entire Network (RSV-NET),2017-2018,1,01/06/2018 12:00:00 AM,----75-84 years,Overall,Overall,3.1,11.1
Entire Network (RSV-NET),2017-2018,2,01/13/2018 12:00:00 AM,----75-84 years,Overall,Overall,5.5,16.6
Entire Network (RSV-NET),2017-2018,3,01/20/2018 12:00:00 AM,----75-84 years,Overall,Overall,3.1,19.7
Entire Network (RSV-NET),2017-2018,4,01/27/2018 12:00:00 AM,----75-84 years,Overall,Overall,3.6,23.2
Entire Network (RSV-NET),2017-2018,5,02/03/2018 12:00:00 AM,----75-84 years,Overall,Overall,2.5,25.7
Entire Network (RSV-NET),2017-2018,6,02/10/2018 12:00:00 AM,----75-84 years,Overall,Overall,2.7,28.4
Entire Network (RSV-NET),2017-2018,7,02/17/2018 12:00:00 AM,----75-84 years,Overall,Overall,3.1,31.6
Entire Network (RSV-NET),2017-2018,8,02/24/2018 12:00:00 AM,----75-84 years,Overall,Overall,2.9,34.4
Entire Network (RSV-NET),2017-2018,9,03/03/2018 12:00:00 AM,----75-84 years,Overall,Overall,2.3,36.7
Entire Network (RSV-NET),2017-2018,10,03/10/2018 12:00:00 AM,----75-84 years,Overall,Overall,1.4,38.1
Entire Network (RSV-NET),2017-2018,11,03/17/2018 12:00:00 AM,----75-84 years,Overall,Overall,1.8,39.9
Entire Network (RSV-NET),2017-2018,12,03/24/2018 12:00:00 AM,----75-84 years,Overall,Overall,2,41.9
Entire Network (RSV-NET),2017-2018,13,03/31/2018 12:00:00 AM,----75-84 years,Overall,Overall,1.2,43.1
Entire Network (RSV-NET),2017-2018,14,04/07/2018 12:00:00 AM,----75-84 years,Overall,Overall,1.6,44.7
Entire Network (RSV-NET),2017-2018,15,04/14/2018 12:00:00 AM,----75-84 years,Overall,Overall,1.3,46
Entire Network (RSV-NET),2017-2018,16,04/21/2018 12:00:00 AM,----75-84 years,Overall,Overall,1,47.1
Entire Network (RSV-NET),2017-2018,17,04/28/2018 12:00:00 AM,----75-84 years,Overall,Overall,0.1,47.2
Entire Network (RSV-NET),2017-2018,18,05/05/2018 12:00:00 AM,----75-84 years,Overall,Overall,0,47.2
Entire Network (RSV-NET),2017-2018,40,10/07/2017 12:00:00 AM,----85+ years,Overall,Overall,0.4,0.4
Entire Network (RSV-NET),2017-2018,41,10/14/2017 12:00:00 AM,----85+ years,Overall,Overall,0.2,0.6
Entire Network (RSV-NET),2017-2018,42,10/21/2017 12:00:00 AM,----85+ years,Overall,Overall,0,0.6
Entire Network (RSV-NET),2017-2018,43,10/28/2017 12:00:00 AM,----85+ years,Overall,Overall,0,0.6
Entire Network (RSV-NET),2017-2018,44,11/04/2017 12:00:00 AM,----85+ years,Overall,Overall,0.4,1
Entire Network (RSV-NET),2017-2018,45,11/11/2017 12:00:00 AM,----85+ years,Overall,Overall,0.6,1.6
Entire Network (RSV-NET),2017-2018,46,11/18/2017 12:00:00 AM,----85+ years,Overall,Overall,0.4,2
Entire Network (RSV-NET),2017-2018,47,11/25/2017 12:00:00 AM,----85+ years,Overall,Overall,0.4,2.4
