data_source,country,hemisphere,week,year,age_group,hsp_rate,hsp_rate_flu,hsp_rate_rsv,hsp_rate_covid19,cases_rate_flu,cases_rate_rsv,cases_rate_covid19,hsp_abs,hsp_abs_flu,hsp_abs_rsv,hsp_abs_covid,cases_abs_flu,cases_abs_rsv,cases_abs_covid,denominator,subtype_a_abs,subtype_b_abs,subtype_c_abs,subtype_a_rate,subtype_b_rate,subtype_c_rate
FluNet - Non Sentinel,FR,NH,1,2016,ALL,NA,0.11,0.11,NA,NA,NA,NA,NA,75,666,NA,NA,NA,NA,66688564,30,45,NA,0.04,0.07,NA
FluNet - Sentinel,FR,NH,1,2016,ALL,NA,0.75,0.6,NA,NA,NA,NA,NA,15,12,NA,NA,NA,NA,66688564,5,10,NA,0.25,0.5,NA
FluNet - Sentinel,FR,NH,2,2016,ALL,NA,1.2,0.45,NA,NA,NA,NA,NA,24,9,NA,NA,NA,NA,66688564,11,13,NA,0.55,0.65,NA
FluNet - Non Sentinel,FR,NH,2,2016,ALL,NA,0.16,0.16,NA,NA,NA,NA,NA,108,427,NA,NA,NA,NA,66688564,56,52,NA,0.08,0.08,NA
FluNet - Sentinel,FR,NH,3,2016,ALL,NA,3.2,0.55,NA,NA,NA,NA,NA,64,11,NA,NA,NA,NA,66688564,28,36,NA,1.4,1.8,NA
FluNet - Non Sentinel,FR,NH,3,2016,ALL,NA,0.34,0.34,NA,NA,NA,NA,NA,226,354,NA,NA,NA,NA,66688564,119,107,NA,0.18,0.16,NA
FluNet - Non Sentinel,FR,NH,4,2016,ALL,NA,0.69,0.69,NA,NA,NA,NA,NA,463,320,NA,NA,NA,NA,66688564,199,264,NA,0.3,0.4,NA
FluNet - Sentinel,FR,NH,4,2016,ALL,NA,6.1,0.55,NA,NA,NA,NA,NA,122,11,NA,NA,NA,NA,66688564,37,85,NA,1.85,4.25,NA
FluNet - Sentinel,FR,NH,5,2016,ALL,NA,8.7,0.35,NA,NA,NA,NA,NA,174,7,NA,NA,NA,NA,66688564,48,126,NA,2.4,6.3,NA
FluNet - Non Sentinel,FR,NH,5,2016,ALL,NA,0.98,0.98,NA,NA,NA,NA,NA,655,293,NA,NA,NA,NA,66688564,246,409,NA,0.37,0.61,NA
FluNet - Non Sentinel,FR,NH,6,2016,ALL,NA,1.24,1.24,NA,NA,NA,NA,NA,827,229,NA,NA,NA,NA,66688564,260,567,NA,0.39,0.85,NA
FluNet - Sentinel,FR,NH,6,2016,ALL,NA,9.2,0.4,NA,NA,NA,NA,NA,184,8,NA,NA,NA,NA,66688564,52,132,NA,2.6,6.6,NA
FluNet - Sentinel,FR,NH,7,2016,ALL,NA,10.1,0.2,NA,NA,NA,NA,NA,202,4,NA,NA,NA,NA,66688564,54,148,NA,2.7,7.4,NA
FluNet - Non Sentinel,FR,NH,7,2016,ALL,NA,1.51,1.51,NA,NA,NA,NA,NA,1006,133,NA,NA,NA,NA,66688564,323,683,NA,0.48,1.02,NA
FluNet - Sentinel,FR,NH,8,2016,ALL,NA,9.65,0.05,NA,NA,NA,NA,NA,193,1,NA,NA,NA,NA,66688564,53,140,NA,2.65,7,NA
FluNet - Non Sentinel,FR,NH,8,2016,ALL,NA,1.93,1.93,NA,NA,NA,NA,NA,1285,120,NA,NA,NA,NA,66688564,406,879,NA,0.61,1.32,NA
FluNet - Non Sentinel,FR,NH,9,2016,ALL,NA,1.74,1.74,NA,NA,NA,NA,NA,1159,100,NA,NA,NA,NA,66688564,382,777,NA,0.57,1.17,NA
FluNet - Sentinel,FR,NH,9,2016,ALL,NA,10.95,0.1,NA,NA,NA,NA,NA,219,2,NA,NA,NA,NA,66688564,50,169,NA,2.5,8.45,NA
FluNet - Sentinel,FR,NH,10,2016,ALL,NA,12.75,0.2,NA,NA,NA,NA,NA,255,4,NA,NA,NA,NA,66688564,62,193,NA,3.1,9.65,NA
FluNet - Non Sentinel,FR,NH,10,2016,ALL,NA,1.88,1.88,NA,NA,NA,NA,NA,1251,69,NA,NA,NA,NA,66688564,392,859,NA,0.59,1.29,NA
FluNet - Non Sentinel,FR,NH,11,2016,ALL,NA,2.03,2.03,NA,NA,NA,NA,NA,1354,74,NA,NA,NA,NA,66688564,450,904,NA,0.67,1.36,NA
FluNet - Sentinel,FR,NH,11,2016,ALL,NA,11,0.05,NA,NA,NA,NA,NA,220,1,NA,NA,NA,NA,66688564,51,169,NA,2.55,8.45,NA
FluNet - Sentinel,FR,NH,12,2016,ALL,NA,8.7,0,NA,NA,NA,NA,NA,174,0,NA,NA,NA,NA,66688564,47,127,NA,2.35,6.35,NA
FluNet - Non Sentinel,FR,NH,12,2016,ALL,NA,1.72,1.72,NA,NA,NA,NA,NA,1145,48,NA,NA,NA,NA,66688564,354,791,NA,0.53,1.19,NA
FluNet - Sentinel,FR,NH,13,2016,ALL,NA,5.6,0.05,NA,NA,NA,NA,NA,112,1,NA,NA,NA,NA,66688564,41,71,NA,2.05,3.55,NA
FluNet - Non Sentinel,FR,NH,13,2016,ALL,NA,1.44,1.44,NA,NA,NA,NA,NA,961,42,NA,NA,NA,NA,66688564,389,572,NA,0.58,0.86,NA
FluNet - Non Sentinel,FR,NH,14,2016,ALL,NA,1.04,1.04,NA,NA,NA,NA,NA,693,39,NA,NA,NA,NA,66688564,310,383,NA,0.46,0.57,NA
FluNet - Sentinel,FR,NH,14,2016,ALL,NA,3.8,0,NA,NA,NA,NA,NA,76,0,NA,NA,NA,NA,66688564,29,47,NA,1.45,2.35,NA
FluNet - Sentinel,FR,NH,15,2016,ALL,NA,2.05,0,NA,NA,NA,NA,NA,41,0,NA,NA,NA,NA,66688564,20,21,NA,1,1.05,NA
FluNet - Non Sentinel,FR,NH,15,2016,ALL,NA,0.52,0.52,NA,NA,NA,NA,NA,344,30,NA,NA,NA,NA,66688564,160,184,NA,0.24,0.28,NA
FluNet - Non Sentinel,FR,NH,16,2016,ALL,NA,0.31,0.31,NA,NA,NA,NA,NA,205,12,NA,NA,NA,NA,66688564,110,95,NA,0.16,0.14,NA
FluNet - Sentinel,FR,NH,16,2016,ALL,NA,0.9,0.05,NA,NA,NA,NA,NA,18,1,NA,NA,NA,NA,66688564,13,5,NA,0.65,0.25,NA
FluNet - Sentinel,FR,NH,17,2016,ALL,NA,0.35,0,NA,NA,NA,NA,NA,7,0,NA,NA,NA,NA,66688564,5,2,NA,0.25,0.1,NA
FluNet - Non Sentinel,FR,NH,17,2016,ALL,NA,0.15,0.15,NA,NA,NA,NA,NA,100,18,NA,NA,NA,NA,66688564,63,37,NA,0.09,0.06,NA
FluNet - Sentinel,FR,NH,18,2016,ALL,NA,0.15,0,NA,NA,NA,NA,NA,3,0,NA,NA,NA,NA,66688564,2,1,NA,0.1,0.05,NA
FluNet - Non Sentinel,FR,NH,18,2016,ALL,NA,0.08,0.08,NA,NA,NA,NA,NA,53,10,NA,NA,NA,NA,66688564,32,21,NA,0.05,0.03,NA
FluNet - Non Sentinel,FR,NH,19,2016,ALL,NA,0.04,0.04,NA,NA,NA,NA,NA,26,9,NA,NA,NA,NA,66688564,17,9,NA,0.03,0.01,NA
FluNet - Sentinel,FR,NH,19,2016,ALL,NA,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,66688564,0,0,NA,0,0,NA
FluNet - Sentinel,FR,NH,20,2016,ALL,NA,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,66688564,0,0,NA,0,0,NA
FluNet - Non Sentinel,FR,NH,20,2016,ALL,NA,0.02,0.02,NA,NA,NA,NA,NA,11,7,NA,NA,NA,NA,66688564,9,2,NA,0.01,0,NA
FluNet - Sentinel,FR,NH,40,2016,ALL,NA,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,66688564,0,0,NA,0,0,NA
FluNet - Non Sentinel,FR,NH,40,2016,ALL,NA,0.02,0.02,NA,NA,NA,NA,NA,15,22,NA,NA,NA,NA,66688564,13,2,NA,0.02,0,NA
FluNet - Non Sentinel,FR,NH,41,2016,ALL,NA,0.02,0.02,NA,NA,NA,NA,NA,12,23,NA,NA,NA,NA,66688564,12,0,NA,0.02,0,NA
FluNet - Sentinel,FR,NH,41,2016,ALL,NA,0.1,0,NA,NA,NA,NA,NA,2,0,NA,NA,NA,NA,66688564,2,0,NA,0.1,0,NA
FluNet - Sentinel,FR,NH,42,2016,ALL,NA,0.05,0,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,66688564,1,0,NA,0.05,0,NA
FluNet - Non Sentinel,FR,NH,42,2016,ALL,NA,0.03,0.03,NA,NA,NA,NA,NA,22,72,NA,NA,NA,NA,66688564,20,2,NA,0.03,0,NA
FluNet - Sentinel,FR,NH,43,2016,ALL,NA,0.15,0.15,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,66688564,3,0,NA,0.15,0,NA
FluNet - Non Sentinel,FR,NH,43,2016,ALL,NA,0.02,0.02,NA,NA,NA,NA,NA,16,96,NA,NA,NA,NA,66688564,15,1,NA,0.02,0,NA
FluNet - Non Sentinel,FR,NH,44,2016,ALL,NA,0.05,0.05,NA,NA,NA,NA,NA,35,119,NA,NA,NA,NA,66688564,28,7,NA,0.04,0.01,NA
FluNet - Sentinel,FR,NH,44,2016,ALL,NA,0.1,0.1,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,66688564,2,0,NA,0.1,0,NA
FluNet - Sentinel,FR,NH,45,2016,ALL,NA,0.45,0.15,NA,NA,NA,NA,NA,9,3,NA,NA,NA,NA,66688564,9,0,NA,0.45,0,NA
FluNet - Non Sentinel,FR,NH,45,2016,ALL,NA,0.04,0.04,NA,NA,NA,NA,NA,25,149,NA,NA,NA,NA,66688564,25,0,NA,0.04,0,NA
FluNet - Non Sentinel,FR,NH,46,2016,ALL,NA,0.06,0.06,NA,NA,NA,NA,NA,40,305,NA,NA,NA,NA,66688564,40,0,NA,0.06,0,NA
FluNet - Sentinel,FR,NH,46,2016,ALL,NA,0.75,0.65,NA,NA,NA,NA,NA,15,13,NA,NA,NA,NA,66688564,15,0,NA,0.75,0,NA
FluNet - Sentinel,FR,NH,47,2016,ALL,NA,1.1,0.85,NA,NA,NA,NA,NA,22,17,NA,NA,NA,NA,66688564,20,2,NA,1,0.1,NA
FluNet - Non Sentinel,FR,NH,47,2016,ALL,NA,0.1,0.1,NA,NA,NA,NA,NA,70,428,NA,NA,NA,NA,66688564,62,8,NA,0.09,0.01,NA
FluNet - Sentinel,FR,NH,48,2016,ALL,NA,1.6,0.75,NA,NA,NA,NA,NA,32,15,NA,NA,NA,NA,66688564,32,0,NA,1.6,0,NA
FluNet - Non Sentinel,FR,NH,48,2016,ALL,NA,0.17,0.17,NA,NA,NA,NA,NA,113,601,NA,NA,NA,NA,66688564,105,8,NA,0.16,0.01,NA
FluNet - Non Sentinel,FR,NH,49,2016,ALL,NA,0.4,0.4,NA,NA,NA,NA,NA,268,790,NA,NA,NA,NA,66688564,265,3,NA,0.4,0,NA
FluNet - Sentinel,FR,NH,49,2016,ALL,NA,3.75,1.55,NA,NA,NA,NA,NA,75,31,NA,NA,NA,NA,66688564,75,0,NA,3.75,0,NA
FluNet - Sentinel,FR,NH,50,2016,ALL,NA,7.25,1.75,NA,NA,NA,NA,NA,145,35,NA,NA,NA,NA,66688564,144,1,NA,7.2,0.05,NA
FluNet - Non Sentinel,FR,NH,50,2016,ALL,NA,1.09,1.09,NA,NA,NA,NA,NA,725,899,NA,NA,NA,NA,66688564,723,2,NA,1.08,0,NA
FluNet - Non Sentinel,FR,NH,51,2016,ALL,NA,2.31,2.31,NA,NA,NA,NA,NA,1541,1057,NA,NA,NA,NA,66688564,1533,8,NA,2.3,0.01,NA
FluNet - Sentinel,FR,NH,51,2016,ALL,NA,7.1,1.2,NA,NA,NA,NA,NA,142,24,NA,NA,NA,NA,66688564,142,0,NA,7.1,0,NA
FluNet - Sentinel,FR,NH,52,2016,ALL,NA,5.05,0.9,NA,NA,NA,NA,NA,101,18,NA,NA,NA,NA,66688564,101,0,NA,5.05,0,NA
FluNet - Non Sentinel,FR,NH,52,2016,ALL,NA,3.25,3.25,NA,NA,NA,NA,NA,2165,1052,NA,NA,NA,NA,66688564,2154,11,NA,3.23,0.02,NA
FluNet - Sentinel,FR,NH,1,2017,ALL,NA,6.33,0.95,NA,NA,NA,NA,NA,127,19,NA,NA,NA,NA,66883321,127,0,NA,6.33,0,NA
FluNet - Non Sentinel,FR,NH,1,2017,ALL,NA,2.88,2.88,NA,NA,NA,NA,NA,1926,806,NA,NA,NA,NA,66883321,1916,10,NA,2.86,0.01,NA
FluNet - Non Sentinel,FR,NH,2,2017,ALL,NA,2.78,2.78,NA,NA,NA,NA,NA,1859,637,NA,NA,NA,NA,66883321,1853,6,NA,2.77,0.01,NA
FluNet - Sentinel,FR,NH,2,2017,ALL,NA,9.02,0.9,NA,NA,NA,NA,NA,181,18,NA,NA,NA,NA,66883321,181,0,NA,9.02,0,NA
FluNet - Non Sentinel,FR,NH,3,2017,ALL,NA,2.03,2.03,NA,NA,NA,NA,NA,1360,591,NA,NA,NA,NA,66883321,1356,4,NA,2.03,0.01,NA
FluNet - Sentinel,FR,NH,3,2017,ALL,NA,8.47,0.85,NA,NA,NA,NA,NA,170,17,NA,NA,NA,NA,66883321,170,0,NA,8.47,0,NA
FluNet - Non Sentinel,FR,NH,4,2017,ALL,NA,2.14,2.14,NA,NA,NA,NA,NA,1433,572,NA,NA,NA,NA,66883321,1424,9,NA,2.13,0.01,NA
FluNet - Sentinel,FR,NH,4,2017,ALL,NA,7.23,0.35,NA,NA,NA,NA,NA,145,7,NA,NA,NA,NA,66883321,145,0,NA,7.23,0,NA
FluNet - Sentinel,FR,NH,5,2017,ALL,NA,6.18,0.4,NA,NA,NA,NA,NA,124,8,NA,NA,NA,NA,66883321,124,0,NA,6.18,0,NA
FluNet - Non Sentinel,FR,NH,5,2017,ALL,NA,2.12,2.12,NA,NA,NA,NA,NA,1421,569,NA,NA,NA,NA,66883321,1404,17,NA,2.1,0.03,NA
FluNet - Sentinel,FR,NH,6,2017,ALL,NA,3.39,0.6,NA,NA,NA,NA,NA,68,12,NA,NA,NA,NA,66883321,68,0,NA,3.39,0,NA
FluNet - Non Sentinel,FR,NH,6,2017,ALL,NA,1.17,1.17,NA,NA,NA,NA,NA,784,472,NA,NA,NA,NA,66883321,773,11,NA,1.16,0.02,NA
FluNet - Non Sentinel,FR,NH,7,2017,ALL,NA,0.76,0.76,NA,NA,NA,NA,NA,508,364,NA,NA,NA,NA,66883321,492,16,NA,0.74,0.02,NA
FluNet - Sentinel,FR,NH,7,2017,ALL,NA,2.04,0.45,NA,NA,NA,NA,NA,41,9,NA,NA,NA,NA,66883321,40,1,NA,1.99,0.05,NA
FluNet - Non Sentinel,FR,NH,8,2017,ALL,NA,0.34,0.34,NA,NA,NA,NA,NA,227,332,NA,NA,NA,NA,66883321,210,17,NA,0.31,0.03,NA
FluNet - Sentinel,FR,NH,8,2017,ALL,NA,0.7,0,NA,NA,NA,NA,NA,14,0,NA,NA,NA,NA,66883321,13,1,NA,0.65,0.05,NA
FluNet - Non Sentinel,FR,NH,9,2017,ALL,NA,0.19,0.19,NA,NA,NA,NA,NA,126,223,NA,NA,NA,NA,66883321,118,8,NA,0.18,0.01,NA
FluNet - Sentinel,FR,NH,9,2017,ALL,NA,0.55,0.1,NA,NA,NA,NA,NA,11,2,NA,NA,NA,NA,66883321,10,1,NA,0.5,0.05,NA
FluNet - Sentinel,FR,NH,10,2017,ALL,NA,0.2,0.1,NA,NA,NA,NA,NA,4,2,NA,NA,NA,NA,66883321,4,0,NA,0.2,0,NA
FluNet - Non Sentinel,FR,NH,10,2017,ALL,NA,0.11,0.11,NA,NA,NA,NA,NA,71,136,NA,NA,NA,NA,66883321,64,7,NA,0.1,0.01,NA
FluNet - Sentinel,FR,NH,11,2017,ALL,NA,0.05,0,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,66883321,1,0,NA,0.05,0,NA
FluNet - Non Sentinel,FR,NH,11,2017,ALL,NA,0.08,0.08,NA,NA,NA,NA,NA,51,111,NA,NA,NA,NA,66883321,37,14,NA,0.06,0.02,NA
FluNet - Non Sentinel,FR,NH,12,2017,ALL,NA,0.04,0.04,NA,NA,NA,NA,NA,27,73,NA,NA,NA,NA,66883321,23,4,NA,0.03,0.01,NA
FluNet - Sentinel,FR,NH,12,2017,ALL,NA,0.1,0,NA,NA,NA,NA,NA,2,0,NA,NA,NA,NA,66883321,2,0,NA,0.1,0,NA
FluNet - Non Sentinel,FR,NH,13,2017,ALL,NA,0.02,0.02,NA,NA,NA,NA,NA,13,49,NA,NA,NA,NA,66883321,5,8,NA,0.01,0.01,NA
FluNet - Sentinel,FR,NH,13,2017,ALL,NA,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,66883321,0,0,NA,0,0,NA
FluNet - Non Sentinel,FR,NH,14,2017,ALL,NA,0,0,NA,NA,NA,NA,NA,3,40,NA,NA,NA,NA,66883321,1,2,NA,0,0,NA
FluNet - Sentinel,FR,NH,14,2017,ALL,NA,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,66883321,0,0,NA,0,0,NA
FluNet - Non Sentinel,FR,NH,15,2017,ALL,NA,0,0,NA,NA,NA,NA,NA,0,11,NA,NA,NA,NA,66883321,0,0,NA,0,0,NA
FluNet - Sentinel,FR,NH,15,2017,ALL,NA,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,66883321,0,0,NA,0,0,NA
FluNet - Non Sentinel,FR,NH,40,2017,ALL,NA,0,0,NA,NA,NA,NA,NA,3,22,NA,NA,NA,NA,66883321,2,1,NA,0,0,NA
FluNet - Sentinel,FR,NH,40,2017,ALL,NA,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,66883321,0,0,NA,0,0,NA
FluNet - Sentinel,FR,NH,41,2017,ALL,NA,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,66883321,0,0,NA,0,0,NA
FluNet - Non Sentinel,FR,NH,41,2017,ALL,NA,0.01,0.01,NA,NA,NA,NA,NA,8,45,NA,NA,NA,NA,66883321,7,1,NA,0.01,0,NA
FluNet - Sentinel,FR,NH,42,2017,ALL,NA,0.1,0.1,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,66883321,2,0,NA,0.1,0,NA
FluNet - Non Sentinel,FR,NH,42,2017,ALL,NA,0.01,0.01,NA,NA,NA,NA,NA,7,102,NA,NA,NA,NA,66883321,6,1,NA,0.01,0,NA
FluNet - Non Sentinel,FR,NH,43,2017,ALL,NA,0.02,0.02,NA,NA,NA,NA,NA,16,184,NA,NA,NA,NA,66883321,14,2,NA,0.02,0,NA
FluNet - Sentinel,FR,NH,43,2017,ALL,NA,0.1,0,NA,NA,NA,NA,NA,2,0,NA,NA,NA,NA,66883321,2,0,NA,0.1,0,NA
FluNet - Non Sentinel,FR,NH,44,2017,ALL,NA,0.04,0.04,NA,NA,NA,NA,NA,26,253,NA,NA,NA,NA,66883321,22,4,NA,0.03,0.01,NA
FluNet - Sentinel,FR,NH,44,2017,ALL,NA,0,0.2,NA,NA,NA,NA,NA,0,4,NA,NA,NA,NA,66883321,0,0,NA,0,0,NA
FluNet - Non Sentinel,FR,NH,45,2017,ALL,NA,0.03,0.03,NA,NA,NA,NA,NA,20,296,NA,NA,NA,NA,66883321,13,7,NA,0.02,0.01,NA
FluNet - Sentinel,FR,NH,45,2017,ALL,NA,0.15,0.1,NA,NA,NA,NA,NA,3,2,NA,NA,NA,NA,66883321,2,1,NA,0.1,0.05,NA
FluNet - Sentinel,FR,NH,46,2017,ALL,NA,0.25,0.45,NA,NA,NA,NA,NA,5,9,NA,NA,NA,NA,66883321,4,1,NA,0.2,0.05,NA
FluNet - Non Sentinel,FR,NH,46,2017,ALL,NA,0.05,0.05,NA,NA,NA,NA,NA,32,382,NA,NA,NA,NA,66883321,26,6,NA,0.04,0.01,NA
FluNet - Sentinel,FR,NH,47,2017,ALL,NA,0.5,0.45,NA,NA,NA,NA,NA,10,9,NA,NA,NA,NA,66883321,7,3,NA,0.35,0.15,NA
FluNet - Non Sentinel,FR,NH,47,2017,ALL,NA,0.1,0.1,NA,NA,NA,NA,NA,70,695,NA,NA,NA,NA,66883321,55,15,NA,0.08,0.02,NA
FluNet - Non Sentinel,FR,NH,48,2017,ALL,NA,0.17,0.17,NA,NA,NA,NA,NA,116,810,NA,NA,NA,NA,66883321,92,24,NA,0.14,0.04,NA
FluNet - Sentinel,FR,NH,48,2017,ALL,NA,0.85,0.6,NA,NA,NA,NA,NA,17,12,NA,NA,NA,NA,66883321,12,5,NA,0.6,0.25,NA
FluNet - Non Sentinel,FR,NH,49,2017,ALL,NA,0.46,0.46,NA,NA,NA,NA,NA,310,889,NA,NA,NA,NA,66883321,239,71,NA,0.36,0.11,NA
FluNet - Sentinel,FR,NH,49,2017,ALL,NA,1.54,1.05,NA,NA,NA,NA,NA,31,21,NA,NA,NA,NA,66883321,23,8,NA,1.15,0.4,NA
FluNet - Non Sentinel,FR,NH,50,2017,ALL,NA,0.92,0.92,NA,NA,NA,NA,NA,612,1026,NA,NA,NA,NA,66883321,470,142,NA,0.7,0.21,NA
FluNet - Sentinel,FR,NH,50,2017,ALL,NA,3.94,1,NA,NA,NA,NA,NA,79,20,NA,NA,NA,NA,66883321,64,15,NA,3.19,0.75,NA
FluNet - Sentinel,FR,NH,51,2017,ALL,NA,6.13,0.5,NA,NA,NA,NA,NA,123,10,NA,NA,NA,NA,66883321,97,26,NA,4.83,1.3,NA
FluNet - Non Sentinel,FR,NH,51,2017,ALL,NA,1.85,1.85,NA,NA,NA,NA,NA,1238,1081,NA,NA,NA,NA,66883321,922,316,NA,1.38,0.47,NA
FluNet - Sentinel,FR,NH,52,2017,ALL,NA,3.99,0.75,NA,NA,NA,NA,NA,80,15,NA,NA,NA,NA,66883321,56,24,NA,2.79,1.2,NA
