Grupo de edad,Sexo,fecha,numero
50  59 años,F,2022-03-28,13985.0
60  69 años,F,2022-03-28,15319.0
70  79 años,F,2022-03-28,13542.0
80 y más años,F,2022-03-28,12548.0
00  15 años,M,2022-04-01,
15  29 años,M,2022-04-01,
30  44 años,M,2022-04-01,
45  59 años,M,2022-04-01,
60  79 años,M,2022-04-01,
80 y más años,M,2022-04-01,
00  15 años,F,2022-04-01,
15  29 años,F,2022-04-01,
30  44 años,F,2022-04-01,
45  59 años,F,2022-04-01,
60  79 años,F,2022-04-01,
80 y más años,F,2022-04-01,
00  5 años,M,2022-04-01,1763.0
5  17 años,M,2022-04-01,1754.0
18  49 años,M,2022-04-01,31312.0
50  59 años,M,2022-04-01,21219.0
60  69 años,M,2022-04-01,21711.0
70  79 años,M,2022-04-01,17187.0
80 y más años,M,2022-04-01,11459.0
00  5 años,F,2022-04-01,1415.0
5  17 años,F,2022-04-01,1897.0
18  49 años,F,2022-04-01,29513.0
50  59 años,F,2022-04-01,14011.0
60  69 años,F,2022-04-01,15348.0
70  79 años,F,2022-04-01,13594.0
80 y más años,F,2022-04-01,12599.0
00  15 años,M,2022-04-04,
15  29 años,M,2022-04-04,
30  44 años,M,2022-04-04,
45  59 años,M,2022-04-04,
60  79 años,M,2022-04-04,
80 y más años,M,2022-04-04,
00  15 años,F,2022-04-04,
15  29 años,F,2022-04-04,
30  44 años,F,2022-04-04,
45  59 años,F,2022-04-04,
60  79 años,F,2022-04-04,
80 y más años,F,2022-04-04,
00  5 años,M,2022-04-04,1775.0
5  17 años,M,2022-04-04,1756.0
18  49 años,M,2022-04-04,31340.0
50  59 años,M,2022-04-04,21234.0
60  69 años,M,2022-04-04,21732.0
70  79 años,M,2022-04-04,17217.0
80 y más años,M,2022-04-04,11478.0
00  5 años,F,2022-04-04,1423.0
5  17 años,F,2022-04-04,1910.0
18  49 años,F,2022-04-04,29573.0
50  59 años,F,2022-04-04,14022.0
60  69 años,F,2022-04-04,15367.0
70  79 años,F,2022-04-04,13625.0
80 y más años,F,2022-04-04,12629.0
00  15 años,M,2022-04-08,
15  29 años,M,2022-04-08,
30  44 años,M,2022-04-08,
45  59 años,M,2022-04-08,
60  79 años,M,2022-04-08,
80 y más años,M,2022-04-08,
00  15 años,F,2022-04-08,
15  29 años,F,2022-04-08,
30  44 años,F,2022-04-08,
45  59 años,F,2022-04-08,
60  79 años,F,2022-04-08,
80 y más años,F,2022-04-08,
00  5 años,M,2022-04-08,1795.0
5  17 años,M,2022-04-08,1773.0
18  49 años,M,2022-04-08,31384.0
50  59 años,M,2022-04-08,21256.0
60  69 años,M,2022-04-08,21762.0
70  79 años,M,2022-04-08,17259.0
80 y más años,M,2022-04-08,11512.0
00  5 años,F,2022-04-08,1438.0
5  17 años,F,2022-04-08,1924.0
18  49 años,F,2022-04-08,29662.0
50  59 años,F,2022-04-08,14048.0
60  69 años,F,2022-04-08,15393.0
70  79 años,F,2022-04-08,13662.0
80 y más años,F,2022-04-08,12677.0
00  15 años,M,2022-04-11,
15  29 años,M,2022-04-11,
30  44 años,M,2022-04-11,
45  59 años,M,2022-04-11,
60  79 años,M,2022-04-11,
80 y más años,M,2022-04-11,
00  15 años,F,2022-04-11,
15  29 años,F,2022-04-11,
30  44 años,F,2022-04-11,
45  59 años,F,2022-04-11,
60  79 años,F,2022-04-11,
80 y más años,F,2022-04-11,
00  5 años,M,2022-04-11,1800.0
5  17 años,M,2022-04-11,1776.0
18  49 años,M,2022-04-11,31412.0
50  59 años,M,2022-04-11,21271.0
60  69 años,M,2022-04-11,21788.0
70  79 años,M,2022-04-11,17280.0
80 y más años,M,2022-04-11,11541.0
00  5 años,F,2022-04-11,1441.0
5  17 años,F,2022-04-11,1931.0
18  49 años,F,2022-04-11,29711.0
50  59 años,F,2022-04-11,14053.0
60  69 años,F,2022-04-11,15407.0
70  79 años,F,2022-04-11,13677.0
80 y más años,F,2022-04-11,12703.0
00  15 años,M,2022-04-15,
15  29 años,M,2022-04-15,
30  44 años,M,2022-04-15,
45  59 años,M,2022-04-15,
60  79 años,M,2022-04-15,
80 y más años,M,2022-04-15,
00  15 años,F,2022-04-15,
15  29 años,F,2022-04-15,
30  44 años,F,2022-04-15,
45  59 años,F,2022-04-15,
60  79 años,F,2022-04-15,
80 y más años,F,2022-04-15,
00  5 años,M,2022-04-15,1808.0
5  17 años,M,2022-04-15,1782.0
18  49 años,M,2022-04-15,31463.0
50  59 años,M,2022-04-15,21302.0
60  69 años,M,2022-04-15,21823.0
70  79 años,M,2022-04-15,17312.0
80 y más años,M,2022-04-15,11578.0
00  5 años,F,2022-04-15,1445.0
5  17 años,F,2022-04-15,1941.0
18  49 años,F,2022-04-15,29785.0
50  59 años,F,2022-04-15,14070.0
60  69 años,F,2022-04-15,15441.0
70  79 años,F,2022-04-15,13707.0
80 y más años,F,2022-04-15,12745.0
00  15 años,M,2022-04-18,
15  29 años,M,2022-04-18,
30  44 años,M,2022-04-18,
45  59 años,M,2022-04-18,
60  79 años,M,2022-04-18,
80 y más años,M,2022-04-18,
00  15 años,F,2022-04-18,
15  29 años,F,2022-04-18,
30  44 años,F,2022-04-18,
45  59 años,F,2022-04-18,
60  79 años,F,2022-04-18,
80 y más años,F,2022-04-18,
00  5 años,M,2022-04-18,1813.0
5  17 años,M,2022-04-18,1784.0
18  49 años,M,2022-04-18,31481.0
50  59 años,M,2022-04-18,21311.0
60  69 años,M,2022-04-18,21839.0
70  79 años,M,2022-04-18,17326.0
80 y más años,M,2022-04-18,11597.0
00  5 años,F,2022-04-18,1448.0
5  17 años,F,2022-04-18,1946.0
18  49 años,F,2022-04-18,29822.0
50  59 años,F,2022-04-18,14076.0
60  69 años,F,2022-04-18,15453.0
70  79 años,F,2022-04-18,13711.0
80 y más años,F,2022-04-18,12760.0
00  15 años,M,2022-04-22,
15  29 años,M,2022-04-22,
30  44 años,M,2022-04-22,
45  59 años,M,2022-04-22,
60  79 años,M,2022-04-22,
80 y más años,M,2022-04-22,
00  15 años,F,2022-04-22,
15  29 años,F,2022-04-22,
30  44 años,F,2022-04-22,
45  59 años,F,2022-04-22,
60  79 años,F,2022-04-22,
80 y más años,F,2022-04-22,
00  5 años,M,2022-04-22,1822.0
5  17 años,M,2022-04-22,1790.0
18  49 años,M,2022-04-22,31529.0
50  59 años,M,2022-04-22,21333.0
60  69 años,M,2022-04-22,21866.0
70  79 años,M,2022-04-22,17342.0
80 y más años,M,2022-04-22,11627.0
00  5 años,F,2022-04-22,1456.0
5  17 años,F,2022-04-22,1951.0
18  49 años,F,2022-04-22,29886.0
50  59 años,F,2022-04-22,14096.0
60  69 años,F,2022-04-22,15475.0
70  79 años,F,2022-04-22,13735.0
80 y más años,F,2022-04-22,12796.0
00  15 años,M,2022-04-25,
15  29 años,M,2022-04-25,
30  44 años,M,2022-04-25,
45  59 años,M,2022-04-25,
60  79 años,M,2022-04-25,
80 y más años,M,2022-04-25,
00  15 años,F,2022-04-25,
15  29 años,F,2022-04-25,
30  44 años,F,2022-04-25,
45  59 años,F,2022-04-25,
60  79 años,F,2022-04-25,
80 y más años,F,2022-04-25,
00  5 años,M,2022-04-25,1828.0
5  17 años,M,2022-04-25,1792.0
18  49 años,M,2022-04-25,31549.0
50  59 años,M,2022-04-25,21350.0
60  69 años,M,2022-04-25,21883.0
70  79 años,M,2022-04-25,17358.0
80 y más años,M,2022-04-25,11643.0
00  5 años,F,2022-04-25,1464.0
5  17 años,F,2022-04-25,1956.0
18  49 años,F,2022-04-25,29921.0
50  59 años,F,2022-04-25,14105.0
60  69 años,F,2022-04-25,15483.0
70  79 años,F,2022-04-25,13749.0
80 y más años,F,2022-04-25,12811.0
00  15 años,M,2022-04-29,
15  29 años,M,2022-04-29,
30  44 años,M,2022-04-29,
45  59 años,M,2022-04-29,
60  79 años,M,2022-04-29,
80 y más años,M,2022-04-29,
00  15 años,F,2022-04-29,
15  29 años,F,2022-04-29,
30  44 años,F,2022-04-29,
45  59 años,F,2022-04-29,
60  79 años,F,2022-04-29,
80 y más años,F,2022-04-29,
00  5 años,M,2022-04-29,1845.0
5  17 años,M,2022-04-29,1801.0
18  49 años,M,2022-04-29,31568.0
50  59 años,M,2022-04-29,21363.0
60  69 años,M,2022-04-29,21907.0
70  79 años,M,2022-04-29,17384.0
80 y más años,M,2022-04-29,11664.0
00  5 años,F,2022-04-29,1472.0
5  17 años,F,2022-04-29,1962.0
18  49 años,F,2022-04-29,29974.0
50  59 años,F,2022-04-29,14111.0
60  69 años,F,2022-04-29,15496.0
70  79 años,F,2022-04-29,13779.0
80 y más años,F,2022-04-29,12830.0
00  15 años,M,2022-05-02,
15  29 años,M,2022-05-02,
30  44 años,M,2022-05-02,
45  59 años,M,2022-05-02,
60  79 años,M,2022-05-02,
80 y más años,M,2022-05-02,
00  15 años,F,2022-05-02,
15  29 años,F,2022-05-02,
30  44 años,F,2022-05-02,
45  59 años,F,2022-05-02,
60  79 años,F,2022-05-02,
80 y más años,F,2022-05-02,
00  5 años,M,2022-05-02,1848.0
5  17 años,M,2022-05-02,1806.0
18  49 años,M,2022-05-02,31581.0
50  59 años,M,2022-05-02,21366.0
60  69 años,M,2022-05-02,21917.0
70  79 años,M,2022-05-02,17404.0
80 y más años,M,2022-05-02,11674.0
00  5 años,F,2022-05-02,1474.0
5  17 años,F,2022-05-02,1973.0
18  49 años,F,2022-05-02,30001.0
50  59 años,F,2022-05-02,14118.0
60  69 años,F,2022-05-02,15504.0
70  79 años,F,2022-05-02,13781.0
80 y más años,F,2022-05-02,12843.0
00  15 años,M,2022-05-06,
15  29 años,M,2022-05-06,
30  44 años,M,2022-05-06,
45  59 años,M,2022-05-06,
60  79 años,M,2022-05-06,
80 y más años,M,2022-05-06,
00  15 años,F,2022-05-06,
15  29 años,F,2022-05-06,
30  44 años,F,2022-05-06,
45  59 años,F,2022-05-06,
60  79 años,F,2022-05-06,
80 y más años,F,2022-05-06,
00  5 años,M,2022-05-06,1857.0
5  17 años,M,2022-05-06,1811.0
18  49 años,M,2022-05-06,31609.0
50  59 años,M,2022-05-06,21372.0
60  69 años,M,2022-05-06,21946.0
70  79 años,M,2022-05-06,17427.0
80 y más años,M,2022-05-06,11700.0
00  5 años,F,2022-05-06,1480.0
5  17 años,F,2022-05-06,1982.0
18  49 años,F,2022-05-06,30038.0
50  59 años,F,2022-05-06,14131.0
60  69 años,F,2022-05-06,15520.0
70  79 años,F,2022-05-06,13790.0
80 y más años,F,2022-05-06,12862.0
00  15 años,M,2022-05-09,
15  29 años,M,2022-05-09,
30  44 años,M,2022-05-09,
45  59 años,M,2022-05-09,
60  79 años,M,2022-05-09,
80 y más años,M,2022-05-09,
00  15 años,F,2022-05-09,
15  29 años,F,2022-05-09,
30  44 años,F,2022-05-09,
45  59 años,F,2022-05-09,
60  79 años,F,2022-05-09,
80 y más años,F,2022-05-09,
00  5 años,M,2022-05-09,1863.0
5  17 años,M,2022-05-09,1818.0
18  49 años,M,2022-05-09,31620.0
50  59 años,M,2022-05-09,21381.0
60  69 años,M,2022-05-09,21953.0
70  79 años,M,2022-05-09,17435.0
80 y más años,M,2022-05-09,11710.0
00  5 años,F,2022-05-09,1486.0
5  17 años,F,2022-05-09,1989.0
18  49 años,F,2022-05-09,30075.0
50  59 años,F,2022-05-09,14140.0
60  69 años,F,2022-05-09,15526.0
70  79 años,F,2022-05-09,13798.0
80 y más años,F,2022-05-09,12878.0
00  15 años,M,2022-05-13,
15  29 años,M,2022-05-13,
30  44 años,M,2022-05-13,
45  59 años,M,2022-05-13,
60  79 años,M,2022-05-13,
80 y más años,M,2022-05-13,
00  15 años,F,2022-05-13,
15  29 años,F,2022-05-13,
30  44 años,F,2022-05-13,
45  59 años,F,2022-05-13,
60  79 años,F,2022-05-13,
80 y más años,F,2022-05-13,
00  5 años,M,2022-05-13,1876.0
5  17 años,M,2022-05-13,1832.0
18  49 años,M,2022-05-13,31653.0
50  59 años,M,2022-05-13,21404.0
60  69 años,M,2022-05-13,21969.0
70  79 años,M,2022-05-13,17457.0
80 y más años,M,2022-05-13,11732.0
00  5 años,F,2022-05-13,1491.0
5  17 años,F,2022-05-13,1998.0
18  49 años,F,2022-05-13,30126.0
50  59 años,F,2022-05-13,14145.0
60  69 años,F,2022-05-13,15547.0
70  79 años,F,2022-05-13,13821.0
80 y más años,F,2022-05-13,12896.0
00  15 años,M,2022-05-16,
15  29 años,M,2022-05-16,
30  44 años,M,2022-05-16,
45  59 años,M,2022-05-16,
60  79 años,M,2022-05-16,
80 y más años,M,2022-05-16,
00  15 años,F,2022-05-16,
15  29 años,F,2022-05-16,
30  44 años,F,2022-05-16,
45  59 años,F,2022-05-16,
60  79 años,F,2022-05-16,
80 y más años,F,2022-05-16,
00  5 años,M,2022-05-16,1880.0
5  17 años,M,2022-05-16,1842.0
18  49 años,M,2022-05-16,31671.0
50  59 años,M,2022-05-16,21416.0
60  69 años,M,2022-05-16,21988.0
70  79 años,M,2022-05-16,17474.0
80 y más años,M,2022-05-16,11751.0
00  5 años,F,2022-05-16,1494.0
5  17 años,F,2022-05-16,2003.0
18  49 años,F,2022-05-16,30173.0
50  59 años,F,2022-05-16,14159.0
60  69 años,F,2022-05-16,15558.0
70  79 años,F,2022-05-16,13840.0
80 y más años,F,2022-05-16,12912.0
00  15 años,M,2022-05-20,
15  29 años,M,2022-05-20,
30  44 años,M,2022-05-20,
45  59 años,M,2022-05-20,
60  79 años,M,2022-05-20,
80 y más años,M,2022-05-20,
00  15 años,F,2022-05-20,
15  29 años,F,2022-05-20,
30  44 años,F,2022-05-20,
45  59 años,F,2022-05-20,
60  79 años,F,2022-05-20,
80 y más años,F,2022-05-20,
00  5 años,M,2022-05-20,1895.0
5  17 años,M,2022-05-20,1852.0
18  49 años,M,2022-05-20,31715.0
50  59 años,M,2022-05-20,21429.0
60  69 años,M,2022-05-20,22021.0
70  79 años,M,2022-05-20,17507.0
80 y más años,M,2022-05-20,11782.0
00  5 años,F,2022-05-20,1499.0
5  17 años,F,2022-05-20,2019.0
18  49 años,F,2022-05-20,30239.0
50  59 años,F,2022-05-20,14182.0
60  69 años,F,2022-05-20,15588.0
70  79 años,F,2022-05-20,13863.0
80 y más años,F,2022-05-20,12940.0
00  15 años,M,2022-05-23,
15  29 años,M,2022-05-23,
30  44 años,M,2022-05-23,
45  59 años,M,2022-05-23,
60  79 años,M,2022-05-23,
80 y más años,M,2022-05-23,
00  15 años,F,2022-05-23,
15  29 años,F,2022-05-23,
30  44 años,F,2022-05-23,
45  59 años,F,2022-05-23,
60  79 años,F,2022-05-23,
80 y más años,F,2022-05-23,
00  5 años,M,2022-05-23,1907.0
5  17 años,M,2022-05-23,1857.0
18  49 años,M,2022-05-23,31740.0
50  59 años,M,2022-05-23,21439.0
60  69 años,M,2022-05-23,22038.0
70  79 años,M,2022-05-23,17523.0
80 y más años,M,2022-05-23,11798.0
00  5 años,F,2022-05-23,1504.0
5  17 años,F,2022-05-23,2025.0
18  49 años,F,2022-05-23,30278.0
50  59 años,F,2022-05-23,14194.0
60  69 años,F,2022-05-23,15604.0
70  79 años,F,2022-05-23,13883.0
80 y más años,F,2022-05-23,12961.0
00  15 años,M,2022-05-27,
15  29 años,M,2022-05-27,
30  44 años,M,2022-05-27,
45  59 años,M,2022-05-27,
60  79 años,M,2022-05-27,
80 y más años,M,2022-05-27,
00  15 años,F,2022-05-27,
15  29 años,F,2022-05-27,
30  44 años,F,2022-05-27,
45  59 años,F,2022-05-27,
60  79 años,F,2022-05-27,
80 y más años,F,2022-05-27,
00  5 años,M,2022-05-27,1924.0
5  17 años,M,2022-05-27,1861.0
18  49 años,M,2022-05-27,31793.0
50  59 años,M,2022-05-27,21459.0
60  69 años,M,2022-05-27,22075.0
70  79 años,M,2022-05-27,17555.0
80 y más años,M,2022-05-27,11829.0
00  5 años,F,2022-05-27,1520.0
5  17 años,F,2022-05-27,2033.0
18  49 años,F,2022-05-27,30356.0
50  59 años,F,2022-05-27,14215.0
60  69 años,F,2022-05-27,15642.0
70  79 años,F,2022-05-27,13919.0
80 y más años,F,2022-05-27,13007.0
00  15 años,M,2022-05-30,
15  29 años,M,2022-05-30,
30  44 años,M,2022-05-30,
45  59 años,M,2022-05-30,
60  79 años,M,2022-05-30,
80 y más años,M,2022-05-30,
00  15 años,F,2022-05-30,
15  29 años,F,2022-05-30,
30  44 años,F,2022-05-30,
45  59 años,F,2022-05-30,
60  79 años,F,2022-05-30,
80 y más años,F,2022-05-30,
00  5 años,M,2022-05-30,1933.0
5  17 años,M,2022-05-30,1861.0
18  49 años,M,2022-05-30,31824.0
50  59 años,M,2022-05-30,21479.0
60  69 años,M,2022-05-30,22112.0
70  79 años,M,2022-05-30,17583.0
80 y más años,M,2022-05-30,11860.0
00  5 años,F,2022-05-30,1531.0
5  17 años,F,2022-05-30,2039.0
18  49 años,F,2022-05-30,30416.0
50  59 años,F,2022-05-30,14229.0
60  69 años,F,2022-05-30,15656.0
70  79 años,F,2022-05-30,13947.0
80 y más años,F,2022-05-30,13037.0
00  15 años,M,2022-06-03,
15  29 años,M,2022-06-03,
30  44 años,M,2022-06-03,
45  59 años,M,2022-06-03,
60  79 años,M,2022-06-03,
80 y más años,M,2022-06-03,
00  15 años,F,2022-06-03,
15  29 años,F,2022-06-03,
30  44 años,F,2022-06-03,
45  59 años,F,2022-06-03,
60  79 años,F,2022-06-03,
80 y más años,F,2022-06-03,
00  5 años,M,2022-06-03,1944.0
5  17 años,M,2022-06-03,1871.0
18  49 años,M,2022-06-03,31884.0
50  59 años,M,2022-06-03,21510.0
60  69 años,M,2022-06-03,22147.0
70  79 años,M,2022-06-03,17628.0
80 y más años,M,2022-06-03,11924.0
00  5 años,F,2022-06-03,1544.0
5  17 años,F,2022-06-03,2058.0
18  49 años,F,2022-06-03,30514.0
50  59 años,F,2022-06-03,14247.0
60  69 años,F,2022-06-03,15682.0
70  79 años,F,2022-06-03,13992.0
80 y más años,F,2022-06-03,13081.0
00  15 años,M,2022-06-06,
15  29 años,M,2022-06-06,
30  44 años,M,2022-06-06,
45  59 años,M,2022-06-06,
60  79 años,M,2022-06-06,
80 y más años,M,2022-06-06,
00  15 años,F,2022-06-06,
15  29 años,F,2022-06-06,
30  44 años,F,2022-06-06,
45  59 años,F,2022-06-06,
60  79 años,F,2022-06-06,
80 y más años,F,2022-06-06,
00  5 años,M,2022-06-06,1961.0
5  17 años,M,2022-06-06,1878.0
18  49 años,M,2022-06-06,31941.0
50  59 años,M,2022-06-06,21533.0
60  69 años,M,2022-06-06,22180.0
70  79 años,M,2022-06-06,17664.0
80 y más años,M,2022-06-06,11963.0
00  5 años,F,2022-06-06,1561.0
5  17 años,F,2022-06-06,2066.0
18  49 años,F,2022-06-06,30588.0
50  59 años,F,2022-06-06,14267.0
60  69 años,F,2022-06-06,15704.0
70  79 años,F,2022-06-06,14027.0
80 y más años,F,2022-06-06,13117.0
00  15 años,M,2022-06-10,
15  29 años,M,2022-06-10,
30  44 años,M,2022-06-10,
45  59 años,M,2022-06-10,
60  79 años,M,2022-06-10,
80 y más años,M,2022-06-10,
00  15 años,F,2022-06-10,
15  29 años,F,2022-06-10,
30  44 años,F,2022-06-10,
45  59 años,F,2022-06-10,
60  79 años,F,2022-06-10,
80 y más años,F,2022-06-10,
00  5 años,M,2022-06-10,1985.0
5  17 años,M,2022-06-10,1891.0
18  49 años,M,2022-06-10,32009.0
50  59 años,M,2022-06-10,21574.0
60  69 años,M,2022-06-10,22238.0
70  79 años,M,2022-06-10,17750.0
80 y más años,M,2022-06-10,12040.0
00  5 años,F,2022-06-10,1582.0
5  17 años,F,2022-06-10,2092.0
18  49 años,F,2022-06-10,30717.0
50  59 años,F,2022-06-10,14315.0
60  69 años,F,2022-06-10,15750.0
70  79 años,F,2022-06-10,14085.0
80 y más años,F,2022-06-10,13197.0
00  15 años,M,2022-06-13,
15  29 años,M,2022-06-13,
30  44 años,M,2022-06-13,
45  59 años,M,2022-06-13,
60  79 años,M,2022-06-13,
80 y más años,M,2022-06-13,
00  15 años,F,2022-06-13,
15  29 años,F,2022-06-13,
30  44 años,F,2022-06-13,
45  59 años,F,2022-06-13,
60  79 años,F,2022-06-13,
80 y más años,F,2022-06-13,
00  5 años,M,2022-06-13,2010.0
5  17 años,M,2022-06-13,1896.0
18  49 años,M,2022-06-13,32088.0
50  59 años,M,2022-06-13,21601.0
60  69 años,M,2022-06-13,22280.0
70  79 años,M,2022-06-13,17810.0
80 y más años,M,2022-06-13,12094.0
00  5 años,F,2022-06-13,1595.0
5  17 años,F,2022-06-13,2103.0
18  49 años,F,2022-06-13,30820.0
50  59 años,F,2022-06-13,14334.0
60  69 años,F,2022-06-13,15783.0
70  79 años,F,2022-06-13,14128.0
80 y más años,F,2022-06-13,13270.0
00  15 años,M,2022-06-17,
15  29 años,M,2022-06-17,
30  44 años,M,2022-06-17,
45  59 años,M,2022-06-17,
60  79 años,M,2022-06-17,
80 y más años,M,2022-06-17,
00  15 años,F,2022-06-17,
15  29 años,F,2022-06-17,
30  44 años,F,2022-06-17,
45  59 años,F,2022-06-17,
60  79 años,F,2022-06-17,
80 y más años,F,2022-06-17,
00  5 años,M,2022-06-17,2032.0
5  17 años,M,2022-06-17,1918.0
18  49 años,M,2022-06-17,32171.0
50  59 años,M,2022-06-17,21647.0
60  69 años,M,2022-06-17,22347.0
70  79 años,M,2022-06-17,17874.0
80 y más años,M,2022-06-17,12153.0
00  5 años,F,2022-06-17,1609.0
5  17 años,F,2022-06-17,2121.0
18  49 años,F,2022-06-17,30956.0
50  59 años,F,2022-06-17,14365.0
60  69 años,F,2022-06-17,15849.0
70  79 años,F,2022-06-17,14202.0
80 y más años,F,2022-06-17,13342.0
00  15 años,M,2022-06-20,
15  29 años,M,2022-06-20,
30  44 años,M,2022-06-20,
45  59 años,M,2022-06-20,
60  79 años,M,2022-06-20,
80 y más años,M,2022-06-20,
00  15 años,F,2022-06-20,
15  29 años,F,2022-06-20,
30  44 años,F,2022-06-20,
45  59 años,F,2022-06-20,
60  79 años,F,2022-06-20,
80 y más años,F,2022-06-20,
00  5 años,M,2022-06-20,2051.0
5  17 años,M,2022-06-20,1930.0
18  49 años,M,2022-06-20,32212.0
50  59 años,M,2022-06-20,21679.0
60  69 años,M,2022-06-20,22398.0
70  79 años,M,2022-06-20,17922.0
80 y más años,M,2022-06-20,12197.0
00  5 años,F,2022-06-20,1629.0
5  17 años,F,2022-06-20,2130.0
18  49 años,F,2022-06-20,31055.0
50  59 años,F,2022-06-20,14386.0
60  69 años,F,2022-06-20,15885.0
70  79 años,F,2022-06-20,14248.0
80 y más años,F,2022-06-20,13395.0
00  15 años,M,2022-06-24,
15  29 años,M,2022-06-24,
30  44 años,M,2022-06-24,
45  59 años,M,2022-06-24,
60  79 años,M,2022-06-24,
80 y más años,M,2022-06-24,
00  15 años,F,2022-06-24,
15  29 años,F,2022-06-24,
30  44 años,F,2022-06-24,
45  59 años,F,2022-06-24,
60  79 años,F,2022-06-24,
80 y más años,F,2022-06-24,
00  5 años,M,2022-06-24,2077.0
5  17 años,M,2022-06-24,1940.0
18  49 años,M,2022-06-24,32269.0
50  59 años,M,2022-06-24,21720.0
60  69 años,M,2022-06-24,22454.0
70  79 años,M,2022-06-24,17980.0
80 y más años,M,2022-06-24,12266.0
00  5 años,F,2022-06-24,1655.0
5  17 años,F,2022-06-24,2141.0
18  49 años,F,2022-06-24,31193.0
50  59 años,F,2022-06-24,14416.0
60  69 años,F,2022-06-24,15940.0
70  79 años,F,2022-06-24,14296.0
80 y más años,F,2022-06-24,13463.0
00  15 años,M,2022-06-27,
15  29 años,M,2022-06-27,
30  44 años,M,2022-06-27,
45  59 años,M,2022-06-27,
60  79 años,M,2022-06-27,
80 y más años,M,2022-06-27,
00  15 años,F,2022-06-27,
15  29 años,F,2022-06-27,
30  44 años,F,2022-06-27,
45  59 años,F,2022-06-27,
60  79 años,F,2022-06-27,
80 y más años,F,2022-06-27,
00  5 años,M,2022-06-27,2108.0
5  17 años,M,2022-06-27,1958.0
18  49 años,M,2022-06-27,32332.0
50  59 años,M,2022-06-27,21765.0
60  69 años,M,2022-06-27,22514.0
70  79 años,M,2022-06-27,18054.0
80 y más años,M,2022-06-27,12324.0
00  5 años,F,2022-06-27,1681.0
5  17 años,F,2022-06-27,2158.0
18  49 años,F,2022-06-27,31313.0
50  59 años,F,2022-06-27,14438.0
60  69 años,F,2022-06-27,15978.0
70  79 años,F,2022-06-27,14343.0
80 y más años,F,2022-06-27,13559.0
00  15 años,M,2022-07-01,
15  29 años,M,2022-07-01,
30  44 años,M,2022-07-01,
45  59 años,M,2022-07-01,
60  79 años,M,2022-07-01,
80 y más años,M,2022-07-01,
00  15 años,F,2022-07-01,
15  29 años,F,2022-07-01,
30  44 años,F,2022-07-01,
45  59 años,F,2022-07-01,
60  79 años,F,2022-07-01,
80 y más años,F,2022-07-01,
00  5 años,M,2022-07-01,2123.0
5  17 años,M,2022-07-01,1977.0
18  49 años,M,2022-07-01,32427.0
50  59 años,M,2022-07-01,21796.0
60  69 años,M,2022-07-01,22579.0
70  79 años,M,2022-07-01,18130.0
80 y más años,M,2022-07-01,12410.0
00  5 años,F,2022-07-01,1698.0
5  17 años,F,2022-07-01,2170.0
18  49 años,F,2022-07-01,31465.0
50  59 años,F,2022-07-01,14472.0
60  69 años,F,2022-07-01,16028.0
70  79 años,F,2022-07-01,14397.0
80 y más años,F,2022-07-01,13644.0
00  15 años,M,2022-07-04,
15  29 años,M,2022-07-04,
30  44 años,M,2022-07-04,
45  59 años,M,2022-07-04,
60  79 años,M,2022-07-04,
80 y más años,M,2022-07-04,
00  15 años,F,2022-07-04,
15  29 años,F,2022-07-04,
30  44 años,F,2022-07-04,
45  59 años,F,2022-07-04,
60  79 años,F,2022-07-04,
80 y más años,F,2022-07-04,
00  5 años,M,2022-07-04,2153.0
5  17 años,M,2022-07-04,1992.0
18  49 años,M,2022-07-04,32483.0
50  59 años,M,2022-07-04,21825.0
60  69 años,M,2022-07-04,22638.0
70  79 años,M,2022-07-04,18182.0
80 y más años,M,2022-07-04,12448.0
00  5 años,F,2022-07-04,1718.0
5  17 años,F,2022-07-04,2183.0
18  49 años,F,2022-07-04,31581.0
50  59 años,F,2022-07-04,14501.0
60  69 años,F,2022-07-04,16061.0
70  79 años,F,2022-07-04,14441.0
80 y más años,F,2022-07-04,13714.0
00  15 años,M,2022-07-08,
15  29 años,M,2022-07-08,
30  44 años,M,2022-07-08,
45  59 años,M,2022-07-08,
60  79 años,M,2022-07-08,
80 y más años,M,2022-07-08,
00  15 años,F,2022-07-08,
15  29 años,F,2022-07-08,
30  44 años,F,2022-07-08,
45  59 años,F,2022-07-08,
60  79 años,F,2022-07-08,
80 y más años,F,2022-07-08,
00  5 años,M,2022-07-08,2184.0
5  17 años,M,2022-07-08,2014.0
18  49 años,M,2022-07-08,32571.0
50  59 años,M,2022-07-08,21891.0
60  69 años,M,2022-07-08,22726.0
70  79 años,M,2022-07-08,18276.0
80 y más años,M,2022-07-08,12531.0
00  5 años,F,2022-07-08,1746.0
5  17 años,F,2022-07-08,2196.0
18  49 años,F,2022-07-08,31723.0
50  59 años,F,2022-07-08,14539.0
60  69 años,F,2022-07-08,16110.0
70  79 años,F,2022-07-08,14486.0
80 y más años,F,2022-07-08,13806.0
00  15 años,M,2022-07-11,
15  29 años,M,2022-07-11,
30  44 años,M,2022-07-11,
45  59 años,M,2022-07-11,
60  79 años,M,2022-07-11,
80 y más años,M,2022-07-11,
00  15 años,F,2022-07-11,
15  29 años,F,2022-07-11,
30  44 años,F,2022-07-11,
45  59 años,F,2022-07-11,
60  79 años,F,2022-07-11,
80 y más años,F,2022-07-11,
00  5 años,M,2022-07-11,2207.0
