id,data_source,country,hemisphere,week,year,age_group,no_hsp,hsp_flu,hsp_rsv,hsp_covid19,cases_flu,cases_rsv,cases_covid19,denominator,influenza_a,influenza_b
127,SARI Watch//UKHSA,uk,nh,48,2019,ALL,4972,2002.818818,2969,,,,,56286961,,
128,SARI Watch//UKHSA,uk,nh,49,2019,ALL,4839,2678.833258,2160,,,,,56286961,,
129,SARI Watch//UKHSA,uk,nh,50,2019,ALL,5485,3294.308977,2191,,,,,56286961,,
130,SARI Watch//UKHSA,uk,nh,51,2019,ALL,5029,3615.785415,1413,,,,,56286961,,
131,SARI Watch//UKHSA,uk,nh,52,2019,ALL,4282,3206.172722,1076,,,,,56286961,,
132,SARI Watch//UKHSA,uk,nh,1,2020,ALL,2989,2330.736117,658,,,,,56286961,,
133,SARI Watch//UKHSA,uk,nh,2,2020,ALL,1891,1291.116147,599,,,,,56286961,,
134,SARI Watch//UKHSA,uk,nh,3,2020,ALL,1303,706.2836657,597,,,,,56286961,,
135,SARI Watch//UKHSA,uk,nh,4,2020,ALL,703,500.953039,202,,,,,56286961,,
136,SARI Watch//UKHSA,uk,nh,5,2020,ALL,814,663.3089213,151,,,,,56286961,,
137,SARI Watch//UKHSA,uk,nh,6,2020,ALL,602,458.0219091,144,,,,,56286961,,
138,SARI Watch//UKHSA,uk,nh,7,2020,ALL,575,472.6870621,102,,,,,56286961,,
139,SARI Watch//UKHSA,uk,nh,8,2020,ALL,518,439.9117447,78,,,,,56286961,,
140,SARI Watch//UKHSA,uk,nh,9,2020,ALL,671,567.1516852,104,,,,,56286961,,
141,SARI Watch//UKHSA,uk,nh,10,2020,ALL,576,482.0812976,94,,,,,56286961,,
142,SARI Watch//UKHSA,uk,nh,11,2020,ALL,322,322.2886081,0,,,,,56286961,,
143,SARI Watch//UKHSA,uk,nh,12,2020,ALL,84,84.26267148,0,,,,,56286961,,
144,SARI Watch//UKHSA,uk,nh,13,2020,ALL,73,73.28242684,0,,,,,56286961,,
145,SARI Watch//UKHSA,uk,nh,14,2020,ALL,14,13.7964929,0,,,,,56286961,,
146,SARI Watch//UKHSA,uk,nh,15,2020,ALL,43,43.04994174,0,,,,,56286961,,
147,SARI Watch//UKHSA,uk,nh,16,2020,ALL,0,0,0,,,,,56286961,,
148,SARI Watch//UKHSA,uk,nh,17,2020,ALL,0,0,0,,,,,56286961,,
149,SARI Watch//UKHSA,uk,nh,18,2020,ALL,0,0,0,,,,,56286961,,
150,SARI Watch//UKHSA,uk,nh,19,2020,ALL,19,18.72908829,0,,,,,56286961,,
151,SARI Watch//UKHSA,uk,nh,20,2020,ALL,0,0,0,,,,,56286961,,
