"","year","week","pathogen","Total","A00..04","A05..09","A10..14","A15..19","A20..24","A25..29","A30..34","A35..39","A40..44","A45..49","A50..54","A55..59","A60..64","A65..69","A70..74","A75..79","A80+"
"1",2016,1,"flu",0.4,2.16,0.89,0.24,0.29,0.39,0.34,0.33,0.51,0.41,0.35,0.23,0.26,0.17,0.18,0.3,0.11,0.14
"2",2016,2,"flu",0.7,3.17,2.35,0.49,0.55,0.52,0.63,0.57,0.59,0.89,0.64,0.63,0.45,0.34,0.44,0.16,0.16,0.1
"3",2016,3,"flu",1.33,6.36,6.45,2.09,1.08,0.5,1.19,1.03,1.29,1.33,0.78,0.73,0.77,0.62,0.31,0.38,0.39,0.18
"4",2016,4,"flu",2.72,13.82,11.59,4.62,1.82,1.07,1.71,2.74,2.87,2.65,2.12,1.7,1.54,1.17,0.66,0.6,0.46,0.47
"5",2016,5,"flu",3.65,16.88,13.59,5.68,2.9,1.7,2.59,3.6,3.86,3.09,3.16,2.36,2.62,1.82,1.32,1.04,1.15,0.71
"6",2016,6,"flu",3.83,18.32,15.41,4.89,3.02,1.77,3.17,3.75,4.17,3.4,2.92,2.46,2.41,1.97,1.21,1.37,1.1,0.57
"7",2016,7,"flu",5.38,24.05,22.52,6.52,3.9,2.73,4.27,5.56,4.73,4.98,4.73,3.94,3.89,2.92,1.8,1.34,1.01,1.13
"8",2016,8,"flu",7.69,31.98,31.6,13.67,7.23,3.89,5.53,7.64,7.75,6.76,5.94,4.97,4.95,3.52,2.54,2.65,1.91,1.84
"9",2016,9,"flu",9.35,34.3,42.28,18.51,10.51,4.74,8.03,9.14,8.48,7.57,6.82,6.27,4.89,4.3,3.16,3.26,2.71,1.54
"10",2016,10,"flu",12.16,44.1,58.44,25.88,14.97,6.71,9.78,11.82,10.84,8.9,7.87,7.02,6.51,5.4,4.03,4.27,3.17,2.14
"11",2016,11,"flu",13.55,47.03,61.18,28.65,18.97,7.56,11.11,13.74,12.3,10.33,8.9,7.25,7.75,6.1,4.41,4.87,4.28,2.75
"12",2016,12,"flu",10.78,39.04,43,22.73,13.96,7.8,9.52,11.61,8.82,7.98,7.04,5.77,5.63,5.25,4.36,4.51,4.07,2.61
"13",2016,13,"flu",7.33,29.37,26.76,10.52,7.23,5.14,7.21,7.87,6.27,5.54,4.71,3.82,3.83,3.64,3.46,5.17,3.82,3.36
"14",2016,14,"flu",5.46,19.95,15.88,6.42,5.2,4.2,6.24,6.95,5.48,4.02,3.75,3.19,3.65,3.48,2.94,3.94,2.64,2.12
"15",2016,15,"flu",3.1,12.01,11.57,5.19,3.35,2.21,2.96,3.62,2.51,2.16,1.79,1.6,1.66,1.72,1.45,1.91,1.49,1.15
"16",2016,16,"flu",1.73,6.42,7.83,3.67,2.47,1.03,1.3,1.78,1.15,1.37,1.05,0.8,0.77,0.59,0.96,0.93,0.78,0.38
"17",2016,17,"flu",1.09,4.21,5.31,2.64,1.41,0.63,0.97,0.86,0.81,0.75,0.43,0.44,0.55,0.53,0.5,0.41,0.37,0.36
"18",2016,18,"flu",0.52,1.97,2.57,0.98,0.41,0.37,0.37,0.59,0.51,0.29,0.3,0.14,0.24,0.36,0.2,0.27,0.25,0.2
"19",2016,19,"flu",0.49,1.17,2.91,0.98,0.38,0.35,0.35,0.46,0.45,0.44,0.29,0.26,0.29,0.25,0.22,0.25,0.25,0.12
"20",2016,20,"flu",0.15,0.51,0.42,0.19,0.12,0,0.2,0.17,0.04,0.21,0.18,0.06,0.05,0.11,0.11,0.08,0.05,0.18
"21",2016,21,"flu",0.08,0.48,0.19,0.19,0,0.09,0.06,0.06,0.04,0,0.05,0.04,0.05,0.04,0.04,0.05,0.05,0.02
"22",2016,22,"flu",0.12,0.13,1.08,0.82,0.05,0,0.02,0.04,0.02,0.06,0.05,0,0.05,0.02,0.11,0.03,0.02,0.04
"23",2016,23,"flu",0.03,0.13,0.03,0.05,0,0.04,0,0.04,0.02,0,0.05,0,0.03,0,0.04,0.03,0.05,0
"24",2016,24,"flu",0.02,0.03,0.08,0,0,0,0,0.02,0,0.04,0.03,0.01,0,0,0,0.05,0.02,0
"25",2016,25,"flu",0.01,0.08,0,0,0,0,0.02,0.04,0.02,0,0.02,0.01,0,0,0,0.05,0,0
"26",2016,26,"flu",0.02,0.08,0.03,0,0.02,0.02,0.02,0.02,0,0.04,0,0.01,0,0.02,0,0,0.02,0.04
"27",2016,27,"flu",0,0,0.03,0.03,0,0,0,0,0,0.02,0,0.01,0.02,0,0,0,0.02,0
"28",2016,28,"flu",0.01,0.03,0.03,0,0,0.04,0.02,0.06,0,0,0,0,0,0.02,0,0,0,0
"29",2016,29,"flu",0.01,0,0.03,0,0,0,0,0,0,0.02,0.03,0.01,0,0.02,0,0,0.05,0.02
"30",2016,30,"flu",0.03,0.11,0.17,0.03,0,0,0,0,0.02,0.04,0.06,0.01,0.02,0.02,0.02,0,0,0
"31",2016,31,"flu",0,0.03,0.03,0,0,0,0.04,0,0.04,0,0,0,0,0,0,0.03,0,0.02
"32",2016,32,"flu",0,0.11,0,0,0,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0
"33",2016,33,"flu",0,0.05,0,0.03,0,0.04,0,0,0,0,0,0,0.03,0.02,0,0,0,0
"34",2016,34,"flu",0.01,0.11,0,0,0.02,0,0,0.02,0,0,0,0.01,0.02,0,0,0,0.05,0.02
"35",2016,35,"flu",0.01,0.05,0,0.03,0,0,0.06,0,0.02,0.02,0,0,0.02,0,0,0,0.02,0
"36",2016,36,"flu",0.02,0.05,0.03,0,0.02,0.02,0.02,0.02,0,0,0,0.01,0.05,0,0.02,0,0,0.02
"37",2016,37,"flu",0.02,0.11,0.03,0.03,0,0,0,0.02,0.02,0.02,0.05,0.03,0,0,0,0.03,0,0
"38",2016,38,"flu",0.02,0.16,0,0,0.02,0,0.04,0.04,0.02,0.04,0.03,0.01,0,0,0.07,0,0,0
"39",2016,39,"flu",0.03,0.05,0.03,0.03,0.02,0,0.02,0,0.02,0.04,0.06,0.04,0.06,0,0.09,0,0.02,0
"40",2016,40,"flu",0.04,0.11,0,0.03,0.02,0.09,0.07,0.02,0.02,0.02,0.08,0.03,0.02,0.08,0,0.05,0.05,0.02
"41",2016,41,"flu",0.04,0.13,0.03,0.03,0.05,0.04,0.04,0.02,0,0.02,0.03,0.07,0.05,0.02,0,0.11,0.07,0.06
"42",2016,42,"flu",0.05,0.19,0.06,0.03,0.05,0.04,0.06,0,0,0.02,0.06,0.06,0.02,0.04,0.04,0.08,0.05,0.08
"43",2016,43,"flu",0.05,0.08,0.06,0.11,0.12,0.04,0.02,0.02,0.02,0.02,0.02,0.09,0.08,0.02,0.02,0.05,0.02,0.04
"44",2016,44,"flu",0.07,0.21,0.03,0.08,0.05,0.04,0.04,0.06,0.1,0.04,0.03,0.06,0.1,0.09,0.02,0.05,0.14,0.08
"45",2016,45,"flu",0.06,0.13,0.14,0.11,0.02,0.07,0.02,0.02,0.06,0.04,0.05,0.09,0.05,0.02,0.04,0.08,0.02,0.06
"46",2016,46,"flu",0.12,0.24,0.25,0.16,0.29,0.11,0.07,0.06,0.06,0.08,0.14,0.06,0.18,0.09,0.15,0.03,0.07,0.1
"47",2016,47,"flu",0.19,0.56,0.44,0.38,0.29,0.13,0.13,0.11,0.2,0.15,0.08,0.09,0.16,0.11,0.2,0.16,0.16,0.16
"48",2016,48,"flu",0.23,0.67,0.47,0.6,0.36,0.13,0.15,0.08,0.24,0.17,0.21,0.14,0.13,0.17,0.24,0.16,0.09,0.28
"49",2016,49,"flu",0.43,1.28,1,1.66,0.86,0.31,0.26,0.27,0.14,0.27,0.21,0.29,0.35,0.17,0.18,0.47,0.23,0.32
"50",2016,50,"flu",1.02,3.3,2.38,2.85,2.3,0.63,0.58,0.44,0.55,0.83,0.56,0.74,0.74,0.59,0.53,0.47,0.67,0.95
"51",2016,51,"flu",1.69,3.54,3.51,4.05,3.28,0.85,0.82,0.94,1.11,1.14,1.25,1.16,1.54,1.25,1.4,1.81,1.29,1.98
"52",2016,52,"flu",2.06,3.49,2.85,3.56,2.51,1.05,1.02,1.05,1.19,1.58,1.33,1.56,1.78,1.67,2.04,2.27,2.32,5.2
"53",2016,1,"rsv",0.05,0.96,0.06,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0
"54",2016,2,"rsv",0.06,1.17,0,0.03,0.02,0.04,0,0,0.02,0,0.02,0,0,0,0,0.03,0,0
"55",2016,3,"rsv",0.11,2.1,0.11,0.05,0,0,0,0,0,0,0,0.01,0.02,0,0.02,0,0,0
"56",2016,4,"rsv",0.11,2.08,0.11,0.08,0.02,0,0.04,0.02,0,0,0,0.03,0,0,0,0,0,0
"57",2016,5,"rsv",0.14,2.9,0.03,0.03,0,0,0,0.02,0,0.04,0.02,0,0.03,0,0.02,0,0,0
"58",2016,6,"rsv",0.17,3.46,0.06,0.03,0.02,0,0,0.04,0.02,0,0,0.01,0.02,0,0,0,0,0.04
"59",2016,7,"rsv",0.2,3.86,0.08,0,0.02,0.04,0,0,0.1,0.02,0.03,0.01,0.05,0.04,0.04,0,0.05,0
"60",2016,8,"rsv",0.17,3.01,0.14,0.08,0.02,0.02,0.02,0,0.04,0.04,0.02,0.03,0.02,0.04,0,0,0,0.06
"61",2016,9,"rsv",0.22,4.18,0.11,0.11,0.05,0,0.02,0.04,0.04,0,0,0.04,0.03,0.02,0.04,0.03,0.02,0.04
"62",2016,10,"rsv",0.14,2.56,0.14,0.03,0.02,0,0,0.04,0.02,0,0,0,0.03,0.04,0.04,0.03,0.02,0.02
"63",2016,11,"rsv",0.13,2.53,0.11,0.03,0,0.02,0,0,0.02,0,0,0.03,0.02,0,0.02,0,0.05,0.04
"64",2016,12,"rsv",0.1,1.92,0.03,0.03,0.02,0,0.02,0,0,0.02,0,0,0,0,0,0.03,0.05,0.02
"65",2016,13,"rsv",0.07,1.33,0.06,0,0,0,0,0,0,0,0,0,0.02,0,0,0.05,0.02,0.02
"66",2016,14,"rsv",0.09,1.52,0.06,0.08,0.02,0,0,0,0.02,0.02,0,0.01,0.03,0,0.02,0,0.02,0.04
"67",2016,15,"rsv",0.08,1.23,0.17,0.05,0.05,0,0,0,0.02,0.04,0.02,0,0.03,0.04,0.02,0.05,0,0.02
"68",2016,16,"rsv",0.03,0.51,0.03,0.03,0.02,0,0,0,0.02,0,0,0,0,0,0,0,0,0
"69",2016,17,"rsv",0.02,0.45,0,0.03,0,0,0.02,0,0,0,0,0,0,0,0,0,0.02,0
"70",2016,18,"rsv",0.02,0.32,0.06,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0
"71",2016,19,"rsv",0.02,0.29,0,0.03,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0
"72",2016,20,"rsv",0,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"73",2016,21,"rsv",0.01,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"74",2016,22,"rsv",0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"75",2016,23,"rsv",0,0.03,0.06,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0
"76",2016,24,"rsv",0.01,0.19,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0
"77",2016,25,"rsv",0,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"78",2016,26,"rsv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"79",2016,27,"rsv",0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"80",2016,28,"rsv",0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"81",2016,29,"rsv",0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"82",2016,30,"rsv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"83",2016,31,"rsv",0,0.03,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"84",2016,32,"rsv",0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"85",2016,33,"rsv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"86",2016,34,"rsv",0,0.03,0.03,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0
"87",2016,35,"rsv",0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"88",2016,36,"rsv",0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"89",2016,37,"rsv",0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"90",2016,38,"rsv",0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"91",2016,39,"rsv",0,0.03,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0
"92",2016,40,"rsv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"93",2016,41,"rsv",0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"94",2016,42,"rsv",0,0.11,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"95",2016,43,"rsv",0,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"96",2016,44,"rsv",0.01,0.24,0,0.03,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0
"97",2016,45,"rsv",0.01,0.24,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"98",2016,46,"rsv",0.02,0.45,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"99",2016,47,"rsv",0.05,1.01,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"100",2016,48,"rsv",0.1,2.21,0.03,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0.02
"101",2016,49,"rsv",0.13,2.58,0.11,0,0.02,0,0,0,0,0,0,0.01,0.02,0,0,0,0.05,0
"102",2016,50,"rsv",0.22,4.42,0.25,0.11,0,0,0,0,0.02,0,0,0.03,0.02,0.02,0,0.03,0,0
"103",2016,51,"rsv",0.26,5.19,0.19,0.08,0.05,0,0,0,0.02,0,0,0,0,0,0.07,0,0.02,0.02
"104",2016,52,"rsv",0.2,4.15,0.11,0,0.02,0,0,0.02,0,0,0,0,0,0,0,0.03,0,0.02
"105",2017,1,"flu",2.41,4.48,2.47,1.82,2.11,1.87,1.47,1.6,1.78,1.98,2.27,2.21,2.17,2.12,2.14,3.04,3.42,4.83
"106",2017,2,"flu",4.36,7.31,5.93,5.56,5.22,3.3,2.69,2.75,2.74,3.29,3.7,3.5,3.85,4.16,3.41,4.01,5.29,9.56
"107",2017,3,"flu",7.24,16.65,15.64,13.65,10.8,4.26,3.62,4.32,4.56,5.08,6.2,5.88,5.76,5.11,4.6,5.61,7.5,11.41
"108",2017,4,"flu",12.17,24.41,25.5,27.93,18.28,7.23,5.99,7.9,8.44,9.35,9.66,10.46,11.31,8.72,6.98,8.41,10.9,17.19
"109",2017,5,"flu",17.31,30.6,30.9,33.99,25.7,9.36,9.87,11.22,12.65,13.02,15.42,15.25,15.24,14.55,11.79,15.07,17.06,25.96
"110",2017,6,"flu",20.12,38.04,30.14,29.15,22,11.75,12.68,14.03,15.95,16.21,18.19,17.69,19.19,16.73,14.74,19.56,24.3,32.55
"111",2017,7,"flu",17.9,39.11,25.2,18.87,17.27,10.05,11.25,12.67,13.83,14.04,16.02,16.25,18.72,17.32,13.78,17.59,19.82,29.84
"112",2017,8,"flu",14.48,27.84,18.61,14.5,12.13,6.97,8.78,10.3,10.99,11.1,11.77,13.73,15.15,13.98,11.45,14.36,18.62,30.11
"113",2017,9,"flu",7.47,15.22,12.08,7.03,6.1,3.02,3.94,5.15,5.29,5.5,6.3,7.15,7.24,7.23,6.45,7.3,10.5,14.61
"114",2017,10,"flu",4.1,8.33,6.18,4.86,3.33,2.08,2.58,2.64,3.01,3.02,3.68,3.87,4.35,3.98,3.48,3.98,4.72,7.18
"115",2017,11,"flu",2.07,3.43,3.43,2.12,1.89,1.06,1,1.47,1.53,1.94,1.83,2.01,2.04,2.17,1.91,1.96,2.69,3.49
"116",2017,12,"flu",1.28,2.47,2.44,1.6,1,0.48,0.79,0.89,0.79,1.04,1.07,1.13,1.3,1.17,1.06,1.41,1.42,2.35
"117",2017,13,"flu",0.76,1.98,1.26,1.03,0.51,0.17,0.24,0.57,0.6,0.85,0.72,0.75,0.73,0.97,0.68,0.55,0.8,0.93
"118",2017,14,"flu",0.48,1.22,1.4,0.84,0.44,0.13,0.15,0.3,0.25,0.33,0.27,0.44,0.42,0.39,0.4,0.33,0.52,0.81
"119",2017,15,"flu",0.2,0.47,0.55,0.19,0.34,0.09,0.08,0.15,0.1,0.1,0.15,0.21,0.16,0.2,0.13,0.17,0.19,0.25
"120",2017,16,"flu",0.12,0.18,0.08,0.19,0.05,0.07,0.04,0.04,0.1,0.04,0.1,0.1,0.14,0.11,0.13,0.3,0.24,0.19
"121",2017,17,"flu",0.15,0.29,0.33,0.57,0.1,0.07,0.06,0.11,0.15,0.21,0.07,0.1,0.09,0.11,0.15,0.06,0.17,0.19
"122",2017,18,"flu",0.12,0.31,0.38,0.11,0.17,0.07,0.02,0.06,0.06,0.02,0.12,0.11,0.16,0.09,0.13,0.08,0.07,0.23
"123",2017,19,"flu",0.13,0.49,0.16,0.27,0.12,0.04,0.04,0.08,0.15,0.04,0.07,0.1,0.09,0.13,0.13,0.08,0.19,0.17
"124",2017,20,"flu",0.09,0.18,0.19,0.14,0.1,0.02,0.04,0.08,0.02,0.06,0.13,0.04,0.09,0.09,0.08,0.11,0.12,0.08
"125",2017,21,"flu",0.04,0.16,0.16,0.03,0.05,0,0,0.02,0.02,0.02,0.05,0.03,0.03,0.04,0,0,0.05,0.06
"126",2017,22,"flu",0.04,0.1,0.08,0.03,0.05,0.04,0.04,0.08,0.06,0,0,0.04,0.03,0.02,0.04,0,0.05,0.12
"127",2017,23,"flu",0.02,0.08,0.03,0.03,0,0,0,0.04,0.02,0,0.02,0,0.03,0,0.02,0.06,0.02,0.02
"128",2017,24,"flu",0.02,0,0,0.03,0.02,0,0.02,0.08,0,0.04,0.02,0,0,0.04,0,0,0.02,0
"129",2017,25,"flu",0.02,0.03,0.08,0,0,0.02,0.02,0,0,0,0.02,0.01,0.06,0.04,0,0,0.05,0.04
"130",2017,26,"flu",0.01,0.03,0,0,0,0,0,0.04,0,0,0,0.01,0.03,0,0.04,0,0.05,0
"131",2017,27,"flu",0,0.03,0,0,0.05,0,0,0.02,0,0.02,0,0,0,0,0,0.06,0,0
"132",2017,28,"flu",0,0.05,0,0,0,0,0.02,0.02,0.02,0,0,0,0,0.04,0.02,0,0,0
"133",2017,29,"flu",0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0.02,0
"134",2017,30,"flu",0.02,0.05,0,0,0,0,0.02,0.04,0,0.04,0.02,0,0.03,0,0.04,0,0,0
"135",2017,31,"flu",0.01,0.05,0,0,0,0.04,0,0.06,0,0,0,0.01,0.02,0.02,0.02,0.03,0,0
"136",2017,32,"flu",0.01,0.05,0,0.05,0,0,0.02,0,0.02,0,0,0.01,0,0,0.02,0,0,0.02
"137",2017,33,"flu",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0.02
"138",2017,34,"flu",0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0
"139",2017,35,"flu",0.01,0.03,0.03,0,0.02,0,0.02,0.04,0.02,0,0,0.04,0,0.02,0,0,0,0
"140",2017,36,"flu",0.02,0.13,0.03,0.03,0,0.04,0.02,0.04,0.02,0,0.02,0,0.02,0.02,0.02,0,0,0.02
"141",2017,37,"flu",0.01,0.05,0.03,0.03,0.02,0,0,0,0.02,0,0.02,0,0.02,0.04,0.02,0.03,0,0
"142",2017,38,"flu",0.01,0,0.08,0,0.02,0,0.02,0,0,0.02,0,0.01,0.03,0.02,0,0,0,0.04
"143",2017,39,"flu",0.03,0.08,0.05,0,0.05,0.02,0.02,0.02,0,0,0.03,0.01,0,0.02,0.04,0.06,0.07,0.02
"144",2017,40,"flu",0.04,0,0,0.03,0.05,0.04,0.04,0.09,0,0.04,0.03,0.03,0.06,0.04,0.02,0.08,0.07,0.04
"145",2017,41,"flu",0.03,0.03,0.05,0,0,0.09,0,0,0,0.1,0.05,0.03,0.02,0.02,0,0.08,0.02,0
"146",2017,42,"flu",0.03,0.08,0,0.03,0,0,0.09,0.04,0.06,0.02,0,0.04,0.05,0.06,0.02,0,0.05,0.04
"147",2017,43,"flu",0.04,0.08,0.08,0,0.02,0.04,0.02,0.02,0.08,0.06,0,0.04,0.05,0.06,0.02,0.08,0.02,0.04
"148",2017,44,"flu",0.03,0.05,0.03,0,0,0.07,0,0.04,0,0.08,0.02,0,0.02,0.06,0.06,0,0.05,0.06
"149",2017,45,"flu",0.06,0.18,0.11,0.11,0,0.04,0.06,0.04,0.08,0.04,0.03,0.06,0.06,0.09,0.06,0,0.02,0.02
"150",2017,46,"flu",0.05,0.13,0.08,0.05,0.02,0.02,0.06,0.04,0.06,0.02,0.05,0.06,0.08,0.06,0.02,0.03,0.02,0.02
"151",2017,47,"flu",0.1,0.23,0.19,0.27,0.07,0.02,0.09,0.08,0.1,0.1,0.03,0.06,0.09,0.13,0.06,0.03,0.12,0.08
"152",2017,48,"flu",0.11,0.16,0.49,0.27,0.22,0.02,0.06,0.06,0.1,0.17,0.05,0.04,0.08,0.06,0.08,0.06,0.12,0.04
"153",2017,49,"flu",0.2,0.57,0.85,0.22,0.34,0.07,0.08,0.13,0.14,0.21,0.22,0.1,0.2,0.13,0.15,0.06,0.09,0.12
"154",2017,50,"flu",0.36,1.12,1.15,0.68,0.37,0.22,0.17,0.11,0.37,0.44,0.32,0.23,0.28,0.24,0.25,0.3,0.28,0.14
"155",2017,51,"flu",0.59,1.38,2.09,1.06,0.51,0.22,0.23,0.3,0.52,0.73,0.32,0.47,0.61,0.46,0.53,0.53,0.42,0.41
"156",2017,52,"flu",0.76,2.16,1.76,1.06,1,0.46,0.11,0.32,0.64,0.83,0.57,0.47,0.56,0.59,0.53,0.89,0.66,1.2
"157",2017,1,"rsv",0.25,4.32,0.14,0.19,0,0.02,0.02,0,0.02,0,0.05,0.01,0.03,0.04,0.11,0.03,0.17,0.1
"158",2017,2,"rsv",0.26,4.45,0.36,0.19,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.03,0.02,0.04,0.03,0.07,0.12
"159",2017,3,"rsv",0.31,5.33,0.47,0.11,0.17,0,0.02,0.02,0,0.02,0.02,0.03,0.06,0.02,0.04,0.03,0.07,0.12
"160",2017,4,"rsv",0.33,5.62,0.3,0.35,0.24,0.02,0.02,0.08,0.02,0.06,0.02,0.03,0.03,0.04,0.04,0,0.09,0.08
"161",2017,5,"rsv",0.35,5.33,0.52,0.57,0.12,0,0.02,0.06,0.04,0.06,0.05,0.07,0.09,0.06,0.08,0.08,0,0.06
"162",2017,6,"rsv",0.41,6.01,0.71,0.19,0.27,0.02,0.08,0.04,0.06,0.08,0.07,0.11,0.11,0.11,0.06,0.14,0.21,0.21
"163",2017,7,"rsv",0.28,4.06,0.19,0.24,0.17,0,0.06,0.02,0.06,0.02,0.03,0.04,0.08,0.06,0.15,0.14,0.09,0.23
"164",2017,8,"rsv",0.21,2.71,0.19,0.05,0.05,0.07,0.04,0.02,0,0.08,0.02,0.09,0.06,0.09,0.17,0.06,0.19,0.27
"165",2017,9,"rsv",0.16,1.8,0.27,0.22,0.07,0.04,0.04,0,0.08,0,0.02,0.03,0.03,0.02,0.15,0.06,0.19,0.16
"166",2017,10,"rsv",0.11,1.64,0.03,0.11,0.02,0,0,0.02,0,0,0.02,0.01,0.05,0.06,0.06,0.03,0.07,0.08
"167",2017,11,"rsv",0.06,0.78,0.03,0.05,0.02,0,0,0.02,0,0,0.02,0.03,0.03,0,0.04,0.06,0.07,0.12
"168",2017,12,"rsv",0.02,0.39,0,0.03,0,0,0,0,0.02,0,0,0,0,0,0,0,0.02,0.02
"169",2017,13,"rsv",0.03,0.42,0.05,0,0,0,0,0,0,0,0,0.01,0,0.02,0,0.03,0.02,0
"170",2017,14,"rsv",0.02,0.31,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0.04
"171",2017,15,"rsv",0,0.13,0,0.03,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0
"172",2017,16,"rsv",0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"173",2017,17,"rsv",0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"174",2017,18,"rsv",0,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"175",2017,19,"rsv",0,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"176",2017,20,"rsv",0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"177",2017,21,"rsv",0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0
"178",2017,22,"rsv",0,0.03,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0
"179",2017,23,"rsv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"180",2017,24,"rsv",0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"181",2017,25,"rsv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"182",2017,26,"rsv",0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"183",2017,27,"rsv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"184",2017,28,"rsv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"185",2017,29,"rsv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"186",2017,30,"rsv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"187",2017,31,"rsv",0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"188",2017,32,"rsv",0,0,0.03,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0
"189",2017,33,"rsv",0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"190",2017,34,"rsv",0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0
"191",2017,35,"rsv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"192",2017,36,"rsv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"193",2017,37,"rsv",0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"194",2017,38,"rsv",0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"195",2017,39,"rsv",0,0.05,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"196",2017,40,"rsv",0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"197",2017,41,"rsv",0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0
"198",2017,42,"rsv",0,0.03,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0
"199",2017,43,"rsv",0,0.05,0.05,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"200",2017,44,"rsv",0,0.03,0.03,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0
"201",2017,45,"rsv",0,0.1,0,0.03,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0
"202",2017,46,"rsv",0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"203",2017,47,"rsv",0,0.1,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0
"204",2017,48,"rsv",0.01,0.29,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0
