year,week,age_group,cases_rate_flu,cases_rate_rsv,cases_rate_covid19
2023,33,30-34,0,0,0
2023,33,35-39,0,0,0
2023,33,40-44,0,0,0
2023,33,45-49,0,0,0
2023,33,50-54,0,0,0
2023,33,55-59,0,0,0
2023,33,60-64,0,0,0
2023,33,65-69,0,0,0
2023,33,70-74,0,0,0
2023,33,75-79,0,0,0
2023,33,80+,0,0,0
2023,34,ALL,0,0,0
2023,34,00-04,0,0,0
2023,34,05-09,0,0,0
2023,34,10-14,0,0,0
2023,34,15-19,0,0,0
2023,34,20-24,0,0,0
2023,34,25-29,0,0,0
2023,34,30-34,0,0,0
2023,34,35-39,0,0,0
2023,34,40-44,0,0,0
2023,34,45-49,0,0,0
2023,34,50-54,0,0,0
2023,34,55-59,0,0,0
2023,34,60-64,0,0,0
2023,34,65-69,0,0,0
2023,34,70-74,0,0,0
2023,34,75-79,0,0,0
2023,34,80+,0,0,0
2023,35,ALL,0,0,0
2023,35,00-04,0,0,0
2023,35,05-09,0,0,0
2023,35,10-14,0,0,0
2023,35,15-19,0,0,0
2023,35,20-24,0,0,0
2023,35,25-29,0,0,0
2023,35,30-34,0,0,0
2023,35,35-39,0,0,0
2023,35,40-44,0,0,0
2023,35,45-49,0,0,0
2023,35,50-54,0,0,0
2023,35,55-59,0,0,0
2023,35,60-64,0,0,0
2023,35,65-69,0,0,0
2023,35,70-74,0,0,0
2023,35,75-79,0,0,0
2023,35,80+,0,0,0
2023,36,ALL,0,0,0
2023,36,00-04,0,0,0
2023,36,05-09,0,0,0
2023,36,10-14,0,0,0
2023,36,15-19,0,0,0
2023,36,20-24,0,0,0
2023,36,25-29,0,0,0
2023,36,30-34,0,0,0
2023,36,35-39,0,0,0
2023,36,40-44,0,0,0
2023,36,45-49,0,0,0
2023,36,50-54,0,0,0
2023,36,55-59,0,0,0
2023,36,60-64,0,0,0
2023,36,65-69,0,0,0
2023,36,70-74,0,0,0
2023,36,75-79,0,0,0
2023,36,80+,0,0,0
2023,37,ALL,0,0,0
2023,37,00-04,0,0,0
2023,37,05-09,0,0,0
2023,37,10-14,0,0,0
2023,37,15-19,0,0,0
2023,37,20-24,0,0,0
2023,37,25-29,0,0,0
2023,37,30-34,0,0,0
2023,37,35-39,0,0,0
2023,37,40-44,0,0,0
2023,37,45-49,0,0,0
2023,37,50-54,0,0,0
2023,37,55-59,0,0,0
2023,37,60-64,0,0,0
2023,37,65-69,0,0,0
2023,37,70-74,0,0,0
2023,37,75-79,0,0,0
2023,37,80+,0,0,0
2023,38,ALL,0,0,0
2023,38,00-04,0,0,0
2023,38,05-09,0,0,0
2023,38,10-14,0,0,0
2023,38,15-19,0,0,0
2023,38,20-24,0,0,0
2023,38,25-29,0,0,0
2023,38,30-34,0,0,0
2023,38,35-39,0,0,0
2023,38,40-44,0,0,0
2023,38,45-49,0,0,0
2023,38,50-54,0,0,0
2023,38,55-59,0,0,0
2023,38,60-64,0,0,0
2023,38,65-69,0,0,0
2023,38,70-74,0,0,0
2023,38,75-79,0,0,0
2023,38,80+,0,0,0
2023,39,ALL,0,0,0
2023,39,00-04,0,0,0
2023,39,05-09,0,0,0
2023,39,10-14,0,0,0
2023,39,15-19,0,0,0
2023,39,20-24,0,0,0
2023,39,25-29,0,0,0
2023,39,30-34,0,0,0
2023,39,35-39,0,0,0
2023,39,40-44,0,0,0
2023,39,45-49,0,0,0
2023,39,50-54,0,0,0
2023,39,55-59,0,0,0
2023,39,60-64,0,0,0
2023,39,65-69,0,0,0
2023,39,70-74,0,0,0
2023,39,75-79,0,0,0
2023,39,80+,0,0,0
2023,40,ALL,0,0,0
2023,40,00-04,0,0,0
2023,40,05-09,0,0,0
2023,40,10-14,0,0,0
2023,40,15-19,0,0,0
2023,40,20-24,0,0,0
2023,40,25-29,0,0,0
2023,40,30-34,0,0,0
2023,40,35-39,0,0,0
2023,40,40-44,0,0,0
2023,40,45-49,0,0,0
2023,40,50-54,0,0,0
2023,40,55-59,0,0,0
2023,40,60-64,0,0,0
2023,40,65-69,0,0,0
2023,40,70-74,0,0,0
2023,40,75-79,0,0,0
2023,40,80+,0,0,0
2023,41,ALL,0,0,0
2023,41,00-04,0,0,0
2023,41,05-09,0,0,0
2023,41,10-14,0,0,0
2023,41,15-19,0,0,0
2023,41,20-24,0,0,0
2023,41,25-29,0,0,0
2023,41,30-34,0,0,0
2023,41,35-39,0,0,0
2023,41,40-44,0,0,0
2023,41,45-49,0,0,0
2023,41,50-54,0,0,0
2023,41,55-59,0,0,0
2023,41,60-64,0,0,0
2023,41,65-69,0,0,0
2023,41,70-74,0,0,0
2023,41,75-79,0,0,0
2023,41,80+,0,0,0
2023,42,ALL,0,0,0
2023,42,00-04,0,0,0
2023,42,05-09,0,0,0
2023,42,10-14,0,0,0
2023,42,15-19,0,0,0
2023,42,20-24,0,0,0
2023,42,25-29,0,0,0
2023,42,30-34,0,0,0
2023,42,35-39,0,0,0
2023,42,40-44,0,0,0
2023,42,45-49,0,0,0
2023,42,50-54,0,0,0
2023,42,55-59,0,0,0
2023,42,60-64,0,0,0
2023,42,65-69,0,0,0
2023,42,70-74,0,0,0
2023,42,75-79,0,0,0
2023,42,80+,0,0,0
2023,43,ALL,0,0,0
2023,43,00-04,0,0,0
2023,43,05-09,0,0,0
2023,43,10-14,0,0,0
2023,43,15-19,0,0,0
2023,43,20-24,0,0,0
2023,43,25-29,0,0,0
2023,43,30-34,0,0,0
2023,43,35-39,0,0,0
2023,43,40-44,0,0,0
2023,43,45-49,0,0,0
2023,43,50-54,0,0,0
2023,43,55-59,0,0,0
2023,43,60-64,0,0,0
2023,43,65-69,0,0,0
2023,43,70-74,0,0,0
2023,43,75-79,0,0,0
2023,43,80+,0,0,0
2023,44,ALL,0,0,0
2023,44,00-04,0,0,0
2023,44,05-09,0,0,0
2023,44,10-14,0,0,0
2023,44,15-19,0,0,0
2023,44,20-24,0,0,0
2023,44,25-29,0,0,0
2023,44,30-34,0,0,0
2023,44,35-39,0,0,0
2023,44,40-44,0,0,0
2023,44,45-49,0,0,0
2023,44,50-54,0,0,0
2023,44,55-59,0,0,0
2023,44,60-64,0,0,0
2023,44,65-69,0,0,0
2023,44,70-74,0,0,0
2023,44,75-79,0,0,0
2023,44,80+,0,0,0
2023,45,ALL,0,0,0
2023,45,00-04,0,0,0
2023,45,05-09,0,0,0
2023,45,10-14,0,0,0
2023,45,15-19,0,0,0
2023,45,20-24,0,0,0
2023,45,25-29,0,0,0
2023,45,30-34,0,0,0
2023,45,35-39,0,0,0
2023,45,40-44,0,0,0
2023,45,45-49,0,0,0
2023,45,50-54,0,0,0
2023,45,55-59,0,0,0
2023,45,60-64,0,0,0
2023,45,65-69,0,0,0
2023,45,70-74,0,0,0
2023,45,75-79,0,0,0
2023,45,80+,0,0,0
2023,46,ALL,0,0,0
2023,46,00-04,0,0,0
2023,46,05-09,0,0,0
2023,46,10-14,0,0,0
2023,46,15-19,0,0,0
2023,46,20-24,0,0,0
2023,46,25-29,0,0,0
2023,46,30-34,0,0,0
2023,46,35-39,0,0,0
2023,46,40-44,0,0,0
2023,46,45-49,0,0,0
2023,46,50-54,0,0,0
2023,46,55-59,0,0,0
2023,46,60-64,0,0,0
2023,46,65-69,0,0,0
2023,46,70-74,0,0,0
2023,46,75-79,0,0,0
2023,46,80+,0,0,0
2023,47,ALL,0,0,0
2023,47,00-04,0,0,0
2023,47,05-09,0,0,0
2023,47,10-14,0,0,0
2023,47,15-19,0,0,0
2023,47,20-24,0,0,0
2023,47,25-29,0,0,0
2023,47,30-34,0,0,0
2023,47,35-39,0,0,0
2023,47,40-44,0,0,0
2023,47,45-49,0,0,0
2023,47,50-54,0,0,0
2023,47,55-59,0,0,0
2023,47,60-64,0,0,0
2023,47,65-69,0,0,0
2023,47,70-74,0,0,0
2023,47,75-79,0,0,0
2023,47,80+,0,0,0
2023,48,ALL,0,0,0
2023,48,00-04,0,0,0
2023,48,05-09,0,0,0
2023,48,10-14,0,0,0
2023,48,15-19,0,0,0
2023,48,20-24,0,0,0
2023,48,25-29,0,0,0
2023,48,30-34,0,0,0
2023,48,35-39,0,0,0
2023,48,40-44,0,0,0
2023,48,45-49,0,0,0
2023,48,50-54,0,0,0
2023,48,55-59,0,0,0
2023,48,60-64,0,0,0
2023,48,65-69,0,0,0
2023,48,70-74,0,0,0
2023,48,75-79,0,0,0
2023,48,80+,0,0,0
2023,49,ALL,0,0,0
2023,49,00-04,0,0,0
2023,49,05-09,0,0,0
2023,49,10-14,0,0,0
2023,49,15-19,0,0,0
2023,49,20-24,0,0,0
2023,49,25-29,0,0,0
2023,49,30-34,0,0,0
2023,49,35-39,0,0,0
2023,49,40-44,0,0,0
2023,49,45-49,0,0,0
2023,49,50-54,0,0,0
2023,49,55-59,0,0,0
2023,49,60-64,0,0,0
2023,49,65-69,0,0,0
2023,49,70-74,0,0,0
2023,49,75-79,0,0,0
2023,49,80+,0,0,0
2023,50,ALL,0,0,0
2023,50,00-04,0,0,0
2023,50,05-09,0,0,0
2023,50,10-14,0,0,0
2023,50,15-19,0,0,0
2023,50,20-24,0,0,0
2023,50,25-29,0,0,0
2023,50,30-34,0,0,0
2023,50,35-39,0,0,0
2023,50,40-44,0,0,0
2023,50,45-49,0,0,0
2023,50,50-54,0,0,0
2023,50,55-59,0,0,0
2023,50,60-64,0,0,0
2023,50,65-69,0,0,0
2023,50,70-74,0,0,0
2023,50,75-79,0,0,0
2023,50,80+,0,0,0
2023,51,ALL,0,0,0
2023,51,00-04,0,0,0
2023,51,05-09,0,0,0
2023,51,10-14,0,0,0
2023,51,15-19,0,0,0
2023,51,20-24,0,0,0
2023,51,25-29,0,0,0
2023,51,30-34,0,0,0
2023,51,35-39,0,0,0
2023,51,40-44,0,0,0
2023,51,45-49,0,0,0
2023,51,50-54,0,0,0
2023,51,55-59,0,0,0
2023,51,60-64,0,0,0
2023,51,65-69,0,0,0
2023,51,70-74,0,0,0
2023,51,75-79,0,0,0
2023,51,80+,0,0,0
2023,52,ALL,0,0,0
2023,52,00-04,0,0,0
2023,52,05-09,0,0,0
2023,52,10-14,0,0,0
2023,52,15-19,0,0,0
2023,52,20-24,0,0,0
2023,52,25-29,0,0,0
2023,52,30-34,0,0,0
2023,52,35-39,0,0,0
2023,52,40-44,0,0,0
2023,52,45-49,0,0,0
2023,52,50-54,0,0,0
2023,52,55-59,0,0,0
2023,52,60-64,0,0,0
2023,52,65-69,0,0,0
2023,52,70-74,0,0,0
2023,52,75-79,0,0,0
2023,52,80+,0,0,0
